Date,Session ID,Time,Hall,Session Type,Title,Chairs,Presentation ID,Presentation Time,Presentation Title,Presenter
11 April 2025,SY053,13:30 - 14:30,16,,,Miranda Langendam; Netherlands); Blin Nagavci; Kosovo),S0155,13:30,,"The PROs and CONs of using AI tools for developing 
guidelines Holger Schuenemann (Milano, Italy)"
11 April 2025,SY053,13:30 - 14:30,16,,,Miranda Langendam; Netherlands); Blin Nagavci; Kosovo),S0156,14:00,AI in action:,"validated tools for speeding up your 
systematic reviews and how to use them Sara 
Fernandez (Oslo, Norway)"
11 April 2025,SY052,13:30 - 14:30,2,ePoster Flash Session,Syndromic testing is still coming of age,Angelika Berger; Sanjay Patel; United Kingdom),Y052,13:30,- 14:30,"Hall 2
1-hour Symposium
Exploring children's role in infection spread
Chairs Angelika Berger 
Sanjay Patel (Winchester, United Kingdom)"
11 April 2025,SY052,13:30 - 14:30,2,ePoster Flash Session,Syndromic testing is still coming of age,Angelika Berger; Sanjay Patel; United Kingdom),F022,13:30,- 14:30,"Arena 2
ePoster Flash Session
Syndromic testing is still coming of age
Chair Tommaso Giani (Florence, Italy)"
11 April 2025,SY053,13:30 - 14:30,16,,,Miranda Langendam; Netherlands); Blin Nagavci; Kosovo),S0155,13:30,,"The PROs and CONs of using AI tools for developing 
guidelines Holger Schuenemann (Milano, Italy)"
11 April 2025,SY053,13:30 - 14:30,16,,,Miranda Langendam; Netherlands); Blin Nagavci; Kosovo),S0156,14:00,AI in action:,"validated tools for speeding up your 
systematic reviews and how to use them Sara 
Fernandez (Oslo, Norway)"
11 April 2025,SY052,13:30 - 14:30,2,ePoster Flash Session,A never-ending evolution of antimicrobial resistance,Angelika Berger; Sanjay Patel; United Kingdom),Y052,13:30,- 14:30,"Hall 2
1-hour Symposium
Exploring children's role in infection spread
Chairs Angelika Berger 
Sanjay Patel (Winchester, United Kingdom)"
11 April 2025,SY052,13:30 - 14:30,2,ePoster Flash Session,A never-ending evolution of antimicrobial resistance,Angelika Berger; Sanjay Patel; United Kingdom),F022,13:30,- 14:30,"Arena 2
ePoster Flash Session
Syndromic testing is still coming of age
Chair Tommaso Giani (Florence, Italy)"
11 April 2025,SY052,13:30 - 14:30,2,ePoster Flash Session,A never-ending evolution of antimicrobial resistance,Angelika Berger; Sanjay Patel; United Kingdom),F023,13:30,- 14:30,"Arena 3
ePoster Flash Session
Effective microbiology for the management of sepsis
Chair Maurizio Sanguinetti (Rome, Italy)"
11 April 2025,SY052,13:30 - 14:30,2,ePoster Flash Session,A never-ending evolution of antimicrobial resistance,Angelika Berger; Sanjay Patel; United Kingdom),F024,13:30,- 14:30,"Arena 4
ePoster Flash Session
A never-ending evolution of antimicrobial resistance 
Chair Antonio Oliver (Palma De Mallorca, Spain)"
11 April 2025,OS018,13:30 - 14:30,11,1-hour Oral Session,Battling the Spore: C. difficile  epidemiology and management,Nicolas Benech; France); Fidelma Fitzpatrick; Ireland); O0124  Molecular epidemiology and antimicrobial resistome; of Clostridioides difficile from private and public; healthcare settings in three provinces in South; Africa H. Shirinda*; South Africa); A.M.; Smith; B. Prinsloo; M. Kock; M. Moodley; M. Said; M.; Ehlers; O0125  Screening for Clostridioides difficile  colonization at; admission and during hospitalization N. Khanafer*; (Lyon; France); S. Bennia; G. Martin-Gaujard; L.; Juillard; T. Rimmelé; L. Argaud; P. Cassier; O. Martin; P. Vanhems; O0126  Revolutionizing CDI treatment: Are shorter antibiotic; regimens the future M. Duricek*; Czech; Republic); J. Benes; K. Halmova; O0127  Extended-pulsed fidaxomicin versus conventional; dosing in patients at high risk of recurrence of; Clostridioides difficile  infection E. Rubio-Martín*; (Seville; Spain); R. Escudero-Sánchez; Á. Gutiérrez; Liarte; A. Ibañez Zurriaga; C. Saez Bejar; B. Díaz; Pollán; C. Marcelo Calvo; G. Ruiz Carrasco; G. Pérez; Caballero; A.M. Rodríguez Benavente; S. De La Villa; J.D. Ruiz-Mesa; L.F. Caballero Martínez; I. Márquez; Gómez; E. Calabuig; M. Tasias; R. Blanes; M.Á. López; Zúñiga; J. Rodríguez Granger; P. Merino Amador; A.; Salinas; D. Rodríguez-Pardo; M. Villamarín Merlo; G.; Maestro De La Calle; J. Mateo Flores; J.B. Pérez; Gilaberte; R.M. Martínez Álvarez; F. Martínez García; N. Cobos-Trigueros; J. Llenas-García; M. Solivella-; Rodríguez; L. Ramos Merino; B. Castelo López; M.M.; ESCMID Global 2025 - Programme; Dubois; L. Muller; J.P. Lavigne; A. Pantel,F023,13:30,- 14:30,"Arena 3
ePoster Flash Session
Effective microbiology for the management of sepsis
Chair Maurizio Sanguinetti (Rome, Italy)"
11 April 2025,OS018,13:30 - 14:30,11,1-hour Oral Session,Battling the Spore: C. difficile  epidemiology and management,Nicolas Benech; France); Fidelma Fitzpatrick; Ireland); O0124  Molecular epidemiology and antimicrobial resistome; of Clostridioides difficile from private and public; healthcare settings in three provinces in South; Africa H. Shirinda*; South Africa); A.M.; Smith; B. Prinsloo; M. Kock; M. Moodley; M. Said; M.; Ehlers; O0125  Screening for Clostridioides difficile  colonization at; admission and during hospitalization N. Khanafer*; (Lyon; France); S. Bennia; G. Martin-Gaujard; L.; Juillard; T. Rimmelé; L. Argaud; P. Cassier; O. Martin; P. Vanhems; O0126  Revolutionizing CDI treatment: Are shorter antibiotic; regimens the future M. Duricek*; Czech; Republic); J. Benes; K. Halmova; O0127  Extended-pulsed fidaxomicin versus conventional; dosing in patients at high risk of recurrence of; Clostridioides difficile  infection E. Rubio-Martín*; (Seville; Spain); R. Escudero-Sánchez; Á. Gutiérrez; Liarte; A. Ibañez Zurriaga; C. Saez Bejar; B. Díaz; Pollán; C. Marcelo Calvo; G. Ruiz Carrasco; G. Pérez; Caballero; A.M. Rodríguez Benavente; S. De La Villa; J.D. Ruiz-Mesa; L.F. Caballero Martínez; I. Márquez; Gómez; E. Calabuig; M. Tasias; R. Blanes; M.Á. López; Zúñiga; J. Rodríguez Granger; P. Merino Amador; A.; Salinas; D. Rodríguez-Pardo; M. Villamarín Merlo; G.; Maestro De La Calle; J. Mateo Flores; J.B. Pérez; Gilaberte; R.M. Martínez Álvarez; F. Martínez García; N. Cobos-Trigueros; J. Llenas-García; M. Solivella-; Rodríguez; L. Ramos Merino; B. Castelo López; M.M.; ESCMID Global 2025 - Programme; Dubois; L. Muller; J.P. Lavigne; A. Pantel,F024,13:30,- 14:30,"Arena 4
ePoster Flash Session
A never-ending evolution of antimicrobial resistance 
Chair Antonio Oliver (Palma De Mallorca, Spain)"
11 April 2025,OS018,13:30 - 14:30,11,1-hour Oral Session,Battling the Spore: C. difficile  epidemiology and management,Nicolas Benech; France); Fidelma Fitzpatrick; Ireland); O0124  Molecular epidemiology and antimicrobial resistome; of Clostridioides difficile from private and public; healthcare settings in three provinces in South; Africa H. Shirinda*; South Africa); A.M.; Smith; B. Prinsloo; M. Kock; M. Moodley; M. Said; M.; Ehlers; O0125  Screening for Clostridioides difficile  colonization at; admission and during hospitalization N. Khanafer*; (Lyon; France); S. Bennia; G. Martin-Gaujard; L.; Juillard; T. Rimmelé; L. Argaud; P. Cassier; O. Martin; P. Vanhems; O0126  Revolutionizing CDI treatment: Are shorter antibiotic; regimens the future M. Duricek*; Czech; Republic); J. Benes; K. Halmova; O0127  Extended-pulsed fidaxomicin versus conventional; dosing in patients at high risk of recurrence of; Clostridioides difficile  infection E. Rubio-Martín*; (Seville; Spain); R. Escudero-Sánchez; Á. Gutiérrez; Liarte; A. Ibañez Zurriaga; C. Saez Bejar; B. Díaz; Pollán; C. Marcelo Calvo; G. Ruiz Carrasco; G. Pérez; Caballero; A.M. Rodríguez Benavente; S. De La Villa; J.D. Ruiz-Mesa; L.F. Caballero Martínez; I. Márquez; Gómez; E. Calabuig; M. Tasias; R. Blanes; M.Á. López; Zúñiga; J. Rodríguez Granger; P. Merino Amador; A.; Salinas; D. Rodríguez-Pardo; M. Villamarín Merlo; G.; Maestro De La Calle; J. Mateo Flores; J.B. Pérez; Gilaberte; R.M. Martínez Álvarez; F. Martínez García; N. Cobos-Trigueros; J. Llenas-García; M. Solivella-; Rodríguez; L. Ramos Merino; B. Castelo López; M.M.; ESCMID Global 2025 - Programme; Montero; D. Echeverría-Esnal; J. López-Contreras; P.; Duch Llorach; M.R. Oltra-Sempere; C. Pinto-Pla; Í.; Pineda; J.L. Del Pozo; J. Rodríguez-Baño; A. Halperin; A. Muriel García; S. Moreno Guillén; J. Cobo; O0128  Gut phageome profiling in Clostridioides difficile; infection and faecal microbiota transplantation C.; Chen*; Switzerland); T. Pillonel; J. Schaer; G. Greub; G. Resch; B. Guery; C. Bertelli; T. Galpérine,,,,
11 April 2025,OS019,13:30 - 14:30,12,1-hour Oral Session,Microbiome Dynamics and Health: From Pathogenesis to Therapeutic,Mauricio Farfan; Chile); Eija Inkeri Könönen; Finland); O0129  Multi-omics integrated analysis revealed the key role; of Fusobacterium periodonticum in colorectal; tumorigenesis by decanoic acid promoting neutrophil; chemotaxis. X. Chu*; China); Q. Yang; O0130  Exploring the respiratory microbiome in COPD; patients: The role of Haemophilus  spp. in disease; pathogenesis P. Camps-Massa*; Spain); L.; Saiz-Escobedo; J. Guerrero; E. Cuevas; D. Guevara-; Nuñez; F. Tubau; J. Burgos; M. Lopez; A. González-; Díaz; C. Ardanuy; M. Dominguez; S. Santos; S. Martí; O0131  Using the in vitro MiGut system to simulate the; ulcerative colitis microbiome and post-antibiotic; recovery supported by a pre-defined consortium of; microbes I. Moura*; United Kingdom); W.; Davis Birch; N. Beauchemin; M. Vulic; K. Bentley; P.; Culmer; M. Mayol; C. Ford; M. Henn; E. Halvorsen; M.; Wilcox; N. Kapur; A. Buckley; O0132  Functional characterization of the Brazilian Yanomami; microbiome along an urbanization gradient: Insights; into the impacts of Westernization on human; health M. Thorp*; Belgium); C. Callewaert; B. De; Pessemier; D. Good; E. Allen-Vercoe; L. Paulino; L.; Vereecke; O0133  Colonization resistance of the intestinal microbiota to; multidrug-resistant bacteria? K. Villageois-Tran*; (Bobigny; France); C. Emavivie; H. Skerdi; E.N. Saad; M. Julie; E. Ruppé,,,,
11 April 2025,ME055,13:30 - 14:30,14,Meet-the-Expert,Long acting injectables to treat and prevent infections: an example from HIV,,M0159,13:30,,"Monica Gandhi (Salt Lake City, United States)"
11 April 2025,ME055,13:30 - 14:30,14,Meet-the-Expert,Long acting injectables to treat and prevent infections: an example from HIV,,M0160,13:42,,"Pedro Cahn (Buenos Aires, Argentina)"
11 April 2025,OS020,13:30 - 14:30,15,1-hour Oral Session,How to evaluate AMS programs,Esther Calbo; Spain); Sabiha Essack; South Africa); O0134  Preference-based instrumental variables for; estimating the causal effects of antibiotic prescribing; decisions in common infections: Assessing potential; validity using CPRD data N. Nguyen*; United; Kingdom); K. Pouwels; J.V. Robotham; S. Yu; S.; Wordsworth; O0135  Novel antibiotic spectrum metrics to quantify the; impact of antimicrobial stewardship: a multicentre; study B. Moshy*; United Kingdom); R.; Llewellyn; R. Lester; G. Pollara; T. Samuels; J. Sarah; B. Gemma; I. BalakrishnanO0136  Utilizing a weighted-incidence syndromic; antibiogram to evaluate antimicrobial therapies and; resistance trends in community-acquired infections; in a community teaching hospital V. Huang*; (Glendale; United States); T. Pham; A. Vogler; H.; Chhen; C. Vandenberg; O0137  Capturing days of therapy per days of service as a; stewardship tool to identify outliers in prescribing; broad-spectrum antimicrobials in the hospital; setting A. Hopkins*; United States); A.; Farkas; S. Tamirisa; G. Severance; A. Yassin; E. Jaime; O0138  Timing of Novel ￿-Lactams vs. Alternatives in; Hospitalized Patients with Gram-Negative Infections:; Line of Therapy; Yucel*; United States); J. Min; Y. Wang; M.; Vendetti; Y. Emre; R.K. Shields,S020,13:30,- 14:30,"Hall 15
1-hour Oral Session
How to evaluate AMS programs
Chairs Esther Calbo (Terrassa, Spain)"
11 April 2025,ME054,13:30 - 14:30,3,Meet-the-Expert,How antimicrobial tolerance impacts polymicrobial biofilm-associated,,M0157,13:30,,"Hans Steenackers (Leuven, Belgium)"
11 April 2025,ME054,13:30 - 14:30,3,Meet-the-Expert,How antimicrobial tolerance impacts polymicrobial biofilm-associated,,M0158,13:42,,"Brian Conlon (Chapel Hill, United States)"
11 April 2025,OS017,13:30 - 14:30,5,,,Maristela P. Freire; Brazil); Siegbert Rieg; Germany); O0119  Vancomycin Dependent Enterococci: An evolutionary; dead end or the ultimate evolution of a superbug R.; Gupta; Canada); R. Gupta; A.; Cabrera; A. Kanyua; F. Almutawa; J. Delport; K.; Kavanoor Sridhar; O0120  Whipple's disease: one of medicine's great; imitators S. Kesavan*; United Kingdom); F. Heard; S. Kesevan; E. Hart; V. Fleming; C. Santos; R. Thomson; O0121  Phage Therapy as a Rescue Treatment for Recurrent; Pseudomonas aeruginosa Bentall Infection V.; Eiferman*; France); P.A. Vion; B. Rached; C.; Granger; N. Hammoudi; A. Bleibtreu; O0122  A clinical case of Legionella longbeachae  pneumonia; featuring unique epidemiological features in a major; italian hospital S. Guerriero*; Italy); M. La; Sorda; F. De Maio; S. Cardinali; M. Di Donato; P. Del; Vecchio; C. Tarli; M. Fantoni; R. Murri; M. Sanguinetti; C. Torti; O0123  Francisella tularensis  – First autochthonous case in; the UK G. Vanstone*; United Kingdom); A.; Belfield; L. Vincent; V. Perks; D. Wadham; B. Marques; Silva; A. Evans; O. Lloyd; N.C. Gordon; C. Arumugam; A. Ainarozidou,S017,13:30,- 14:30,"Hall 5
1-hour Case Session
Bad bacteria
Chairs Maristela P. Freire (Sao Paulo, Brazil)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,M0170,14:45,,"Javier Fernández (Oviedo, Spain)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,M0171,14:57,,"Nicolas Radomski (Teramo, Italy)"
11 April 2025,OS019,13:30 - 14:30,12,1-hour Oral Session,Microbiome Dynamics and Health: From Pathogenesis to Therapeutic,Mauricio Farfan; Chile); Eija Inkeri Könönen; Finland); O0129  Multi-omics integrated analysis revealed the key role; of Fusobacterium periodonticum in colorectal; tumorigenesis by decanoic acid promoting neutrophil; chemotaxis. X. Chu*; China); Q. Yang; O0130  Exploring the respiratory microbiome in COPD; patients: The role of Haemophilus  spp. in disease; pathogenesis P. Camps-Massa*; Spain); L.; Saiz-Escobedo; J. Guerrero; E. Cuevas; D. Guevara-; Nuñez; F. Tubau; J. Burgos; M. Lopez; A. González-; Díaz; C. Ardanuy; M. Dominguez; S. Santos; S. Martí; O0131  Using the in vitro MiGut system to simulate the; ulcerative colitis microbiome and post-antibiotic; recovery supported by a pre-defined consortium of; microbes I. Moura*; United Kingdom); W.; Davis Birch; N. Beauchemin; M. Vulic; K. Bentley; P.; Culmer; M. Mayol; C. Ford; M. Henn; E. Halvorsen; M.; Wilcox; N. Kapur; A. Buckley; O0132  Functional characterization of the Brazilian Yanomami; microbiome along an urbanization gradient: Insights; into the impacts of Westernization on human; health M. Thorp*; Belgium); C. Callewaert; B. De; Pessemier; D. Good; E. Allen-Vercoe; L. Paulino; L.; Vereecke; O0133  Colonization resistance of the intestinal microbiota to; multidrug-resistant bacteria? K. Villageois-Tran*; (Bobigny; France); C. Emavivie; H. Skerdi; E.N. Saad; M. Julie; E. Ruppé,,,,
11 April 2025,ME055,13:30 - 14:30,14,Meet-the-Expert,Long acting injectables to treat and prevent infections: an example from HIV,,M0159,13:30,,"Monica Gandhi (Salt Lake City, United States)"
11 April 2025,ME055,13:30 - 14:30,14,Meet-the-Expert,Long acting injectables to treat and prevent infections: an example from HIV,,M0160,13:42,,"Pedro Cahn (Buenos Aires, Argentina)"
11 April 2025,OS020,13:30 - 14:30,15,1-hour Oral Session,How to evaluate AMS programs,Esther Calbo; Spain); Sabiha Essack; South Africa); O0134  Preference-based instrumental variables for; estimating the causal effects of antibiotic prescribing; decisions in common infections: Assessing potential; validity using CPRD data N. Nguyen*; United; Kingdom); K. Pouwels; J.V. Robotham; S. Yu; S.; Wordsworth; O0135  Novel antibiotic spectrum metrics to quantify the; impact of antimicrobial stewardship: a multicentre; study B. Moshy*; United Kingdom); R.; Llewellyn; R. Lester; G. Pollara; T. Samuels; J. Sarah; B. Gemma; I. BalakrishnanO0136  Utilizing a weighted-incidence syndromic; antibiogram to evaluate antimicrobial therapies and; resistance trends in community-acquired infections; in a community teaching hospital V. Huang*; (Glendale; United States); T. Pham; A. Vogler; H.; Chhen; C. Vandenberg; O0137  Capturing days of therapy per days of service as a; stewardship tool to identify outliers in prescribing; broad-spectrum antimicrobials in the hospital; setting A. Hopkins*; United States); A.; Farkas; S. Tamirisa; G. Severance; A. Yassin; E. Jaime; O0138  Timing of Novel ￿-Lactams vs. Alternatives in; Hospitalized Patients with Gram-Negative Infections:; Line of Therapy; Yucel*; United States); J. Min; Y. Wang; M.; Vendetti; Y. Emre; R.K. Shields,S020,13:30,- 14:30,"Hall 15
1-hour Oral Session
How to evaluate AMS programs
Chairs Esther Calbo (Terrassa, Spain)"
11 April 2025,ME054,13:30 - 14:30,3,Meet-the-Expert,How antimicrobial tolerance impacts polymicrobial biofilm-associated,,M0157,13:30,,"Hans Steenackers (Leuven, Belgium)"
11 April 2025,ME054,13:30 - 14:30,3,Meet-the-Expert,How antimicrobial tolerance impacts polymicrobial biofilm-associated,,M0158,13:42,,"Brian Conlon (Chapel Hill, United States)"
11 April 2025,OS017,13:30 - 14:30,5,,,Maristela P. Freire; Brazil); Siegbert Rieg; Germany); O0119  Vancomycin Dependent Enterococci: An evolutionary; dead end or the ultimate evolution of a superbug R.; Gupta; Canada); R. Gupta; A.; Cabrera; A. Kanyua; F. Almutawa; J. Delport; K.; Kavanoor Sridhar; O0120  Whipple's disease: one of medicine's great; imitators S. Kesavan*; United Kingdom); F. Heard; S. Kesevan; E. Hart; V. Fleming; C. Santos; R. Thomson; O0121  Phage Therapy as a Rescue Treatment for Recurrent; Pseudomonas aeruginosa Bentall Infection V.; Eiferman*; France); P.A. Vion; B. Rached; C.; Granger; N. Hammoudi; A. Bleibtreu; O0122  A clinical case of Legionella longbeachae  pneumonia; featuring unique epidemiological features in a major; italian hospital S. Guerriero*; Italy); M. La; Sorda; F. De Maio; S. Cardinali; M. Di Donato; P. Del; Vecchio; C. Tarli; M. Fantoni; R. Murri; M. Sanguinetti; C. Torti; O0123  Francisella tularensis  – First autochthonous case in; the UK G. Vanstone*; United Kingdom); A.; Belfield; L. Vincent; V. Perks; D. Wadham; B. Marques; Silva; A. Evans; O. Lloyd; N.C. Gordon; C. Arumugam; A. Ainarozidou,S017,13:30,- 14:30,"Hall 5
1-hour Case Session
Bad bacteria
Chairs Maristela P. Freire (Sao Paulo, Brazil)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,M0170,14:45,,"Javier Fernández (Oviedo, Spain)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,M0171,14:57,,"Nicolas Radomski (Teramo, Italy)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,F0175,14:55,Using social media for CM/,"ID education Scott Jake 
(Oakland, United States)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,F0176,15:05,,"Podcasting and social media for antimicrobial 
stewardship and pharmacy Erin Mccreary 
(Pittsburgh, United States)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,F029,14:45,- 15:45,"Arena 2
ePoster Flash Session
Vaccination uptake-challenges and opportunities
Chair Joanne M. Langley (Halifax, Canada)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,F0175,14:55,Using social media for CM/,"ID education Scott Jake 
(Oakland, United States)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,F0176,15:05,,"Podcasting and social media for antimicrobial 
stewardship and pharmacy Erin Mccreary 
(Pittsburgh, United States)"
11 April 2025,ME061,14:45 - 15:45,3,Meet-the-Expert,How to use large language models and machine learning for improving One,,F029,14:45,- 15:45,"Arena 2
ePoster Flash Session
Vaccination uptake-challenges and opportunities
Chair Joanne M. Langley (Halifax, Canada)"
11 April 2025,KN056,14:45 - 15:45,1,,,Anu Kantele; Finland); Carlos Seas; Peru),K0161,14:45,,"Fernanda Boulos (São Paulo, Brazil)"
11 April 2025,OS026,14:45 - 15:45,11,1-hour Oral Session,"Carbapenem resistance Gram-negatives, what's new in treatment?",,,,,
11 April 2025,OS027,14:45 - 15:45,12,1-hour Oral Session,"Staphylococcus aureus : colonisation, virulence, and persistence",,,,,
11 April 2025,SY059,14:45 - 15:45,13,,,Hege Vangstein Aamot; Norway); Eric Claas; Netherlands),S0166,14:45,Pro:,"clinical benefit and potential for improved patient 
outcomes Kirstine K. Søgaard (Aalborg, Denmark)"
11 April 2025,SY059,14:45 - 15:45,13,,,Hege Vangstein Aamot; Norway); Eric Claas; Netherlands),S0167,15:15,"Con: limitations, costs,","and possible overuse of 
syndromic panels Gilbert Greub (Lausanne, 
Switzerland)"
11 April 2025,SY060,14:45 - 15:45,14,,,Stephanie J. Dancer; United Kingdom); Juliette Severin; Netherlands),S0168,14:45,,"Infection risks from sanitation engineering Davey 
Jones (Bangor, United Kingdom)"
11 April 2025,SY060,14:45 - 15:45,14,,,Stephanie J. Dancer; United Kingdom); Juliette Severin; Netherlands),S0169,15:15,Ventilation in toilets: how can we improve it?,"Michael 
Gormley (Edinburgh, United Kingdom)"
11 April 2025,OS028,14:45 - 15:45,15,1-hour Oral Session,ESCMID Global 2025 - Programme,,S028,14:45,- 15:45,"Hall 15
1-hour Oral Session
ESCMID Global 2025 - Programme
(Tokyo, Japan)"
11 April 2025,KN056,14:45 - 15:45,1,,,Anu Kantele; Finland); Carlos Seas; Peru),K0161,14:45,,"Fernanda Boulos (São Paulo, Brazil)"
11 April 2025,OS026,14:45 - 15:45,11,1-hour Oral Session,"Carbapenem resistance Gram-negatives, what's new in treatment?",,,,,
11 April 2025,OS027,14:45 - 15:45,12,1-hour Oral Session,"Staphylococcus aureus : colonisation, virulence, and persistence",,,,,
11 April 2025,SY059,14:45 - 15:45,13,,,Hege Vangstein Aamot; Norway); Eric Claas; Netherlands),S0166,14:45,Pro:,"clinical benefit and potential for improved patient 
outcomes Kirstine K. Søgaard (Aalborg, Denmark)"
11 April 2025,SY059,14:45 - 15:45,13,,,Hege Vangstein Aamot; Norway); Eric Claas; Netherlands),S0167,15:15,"Con: limitations, costs,","and possible overuse of 
syndromic panels Gilbert Greub (Lausanne, 
Switzerland)"
11 April 2025,SY060,14:45 - 15:45,14,,,Stephanie J. Dancer; United Kingdom); Juliette Severin; Netherlands),S0168,14:45,,"Infection risks from sanitation engineering Davey 
Jones (Bangor, United Kingdom)"
11 April 2025,SY060,14:45 - 15:45,14,,,Stephanie J. Dancer; United Kingdom); Juliette Severin; Netherlands),S0169,15:15,Ventilation in toilets: how can we improve it?,"Michael 
Gormley (Edinburgh, United Kingdom)"
11 April 2025,OS028,14:45 - 15:45,15,1-hour Oral Session,ESCMID Global 2025 - Programme,John W. A. Rossen; Netherlands); Maria Vehreschild; Germany); O0190  Deep learning-enhanced wellness scores: Advancing; gut microbiome-based health predictions O.; Nalbantoglu*; Türkiye); A. Gundogdu; B.H.; Ermis; O0191  Comparison of Second-Generation and Third-; Generation Sequencing technologies for 16S rRNA; amplicon-based gut microbiome analysis E. Rubio; García*; Spain); E. Rubio-García; A.; Pulgarin; R. López-Aladid; L. Martínez-Priego; N.; Palau; A. Mendoza; R. Isanta; A. Montalban; J.L.; Villanueva-Cañas; M.M. Montero; M. Sanduzzi; M.; Reig; C. Casals-Pascual; O0192  Donor for fecal microbiota transplantation: a; challenging research. B.S. Orena*; Italy); M.F.; Liporace; A. Maraschini; D. Girelli; D. Pizzotti; E.; Petrillo; C. Alteri; C. Amoroso; F. Caprioli; A.; Callegaro; L. Cariani; O0193  Antibiotic resistance genes diversity and; antimicrobial effects in the vaginal microbiome during; pregnancy N. Boutouchent*; France); S.; Kennedy; O0194  Distinct gut microbiota and metabolic profiles in brain; tumor patients: Bridging microbial insights to CNS; oncology A. Gundogdu*; Türkiye); O.U.; Nalbantoglu; M. Ulgen; M.A. Sav; G. Ekinci; H.F.; Kelestimur; U. Ture,S028,14:45,- 15:45,"Hall 15
1-hour Oral Session
ESCMID Global 2025 - Programme
Unlocking the potential of the human microbiome for clinical diagnostics
Chairs John W. A. Rossen (Groningen, Netherlands)"
11 April 2025,ME062,14:45 - 15:45,16,Meet-the-Expert,Untangling the web: antimicrobial dose adjustments in renal impairment,,M0172,14:45,,"Claire Roger (Nimes, France)"
11 April 2025,ME062,14:45 - 15:45,16,Meet-the-Expert,Untangling the web: antimicrobial dose adjustments in renal impairment,,M0173,14:57,,"Isabel Spriet (Leuven, Belgium)"
11 April 2025,SY057,14:45 - 15:45,2,,,Marc J.M. Bonten; Netherlands); Karin Thursky; Australia),S0162,14:45,Pro:,"maximising outcomes with evidence-based 
useEvangelos Giamarellos-Bourboulis (Athens, 
Greece)"
11 April 2025,SY057,14:45 - 15:45,2,,,Marc J.M. Bonten; Netherlands); Karin Thursky; Australia),S0163,15:15,Con:,the risks of routine (over)
11 April 2025,SY058,14:45 - 15:45,4,,,Nicolas Mueller; Switzerland); Alessandra Mularoni; Italy),Y058,14:45,- 15:45,"Hall 4
1-hour Symposium
Top papers in transplant ID
Chairs Nicolas Mueller (Zurich, Switzerland)"
11 April 2025,SY058,14:45 - 15:45,4,,,Nicolas Mueller; Switzerland); Alessandra Mularoni; Italy),S0164,14:45,,"Top 10 papers in infections in SOT Patricia Munoz 
(Madrid, Spain)"
11 April 2025,SY058,14:45 - 15:45,4,,,Nicolas Mueller; Switzerland); Alessandra Mularoni; Italy),S0165,15:15,,"Top 10 paper in infections in HCT and cellular 
therapy Joshua Hill (Seattle, United States)"
11 April 2025,OS025,14:45 - 15:45,5,1-hour Oral Session,Bacterial battles: a paediatric perspective on infections and interventions,Angelika Berger; Julie Toubiana; France); O0175  Strong Alignment Between National Standard; Treatment Guidelines and WHO AWaRe Book; Recommendations for Primary Care Pediatric; Infections D. Dona*; Italy); D. Donà; G.; Brigadoi; A. Cantarutti; M. Masetti; G. Autore; S.; Mathur; M. Sharland; S.M.R. Esposito; O0176  Correlation between antibiotic consumption and; digestive colonization with multidrug-resistant; Enterobacterales  in a paediatric haematology; department S. Frigui Ep Oueslati*; Tunisia); N.; Fitouri; S. Frigui; Y. Chebbi; I. Fezaa; M. Ouederni; C.; Drira; W. Achour; O0177  Interleukin-6 as a diagnostic biomarker for sepsis in; neonates; children and pregnant women – a real-; world cohort study Sean Olann Whelan; Ireland); O0178  Impact of rapid diagnostic stewardship interventions; to reduce blood culture utilization in a pediatric; medical center E. Vaugon*; United; States); C. Costales; T. Barter; L. Posch; E. Orgel; J.; Dien Bard; O0179  Infective endocarditis: A Decade of Experience at a; Tertiary Pediatric Care Centre M. De Luca*; Italy); R. Iacobelli; S. Samperi; S. Mercadante; L.; Romani; L. Ragni; P. Bruno; G. Brancaccio; F.I. Calò; Carducci; P. Bernaschi; A. Rizza; L. Lancella; L. Galletti,,,,
11 April 2025,EW071,16:15 - 18:15,15,Educational Session,The rare art of writing scientific articles: from conception to submission,Marlieke De Kraker; Switzerland); Mical Paul; Israel),W0205,16:15,Expressing yourself correctly:,"writing tips Angela 
Huttner (Geneva, Switzerland)"
