Session ID,Hall,Presentation ID,Time,Details
KN056,1,S0168,14:45,"Infection risks from sanitation engineeringDavey Pseudomonas aeruginosa with in vitro-guided Jones (Bangor, United Kingdom) combination antibiotic therapyJ. Teo* (Singapore, Singapore), J.H. Toh, H.Y. Chang, S.H. Tan, W. Lee, S0169 15:15 Ventilation in toilets: how can we improve it?Michael T.P. Lim, Y.E. Tan, S.J. Chung, A.L.H. Kwa Gormley (Edinburgh, United Kingdom)"
KN056,1,M0172,14:45,"Claire Roger (Nimes, France) The rare art of writing scientific articles: from conception to submission"
KN056,1,M0173,14:57,"Isabel Spriet (Leuven, Belgium) Chairs Marlieke De Kraker (Geneva, Switzerland) Mical Paul (Haifa, Israel) Co-organised with: ESCMID PK/PD of Anti-Infectives Study Group (EPASG), ESCMID Study Group for Critically Ill Patients (ESGCIP)"
KN056,1,W0205,16:15,Expressing yourself correctly: writing tipsAngela
SY057,2,W0206,16:35,"Constructing your manuscript for an original 1-hour Symposium articleJesús Rodríguez-Baño (Seville, Spain) Macrolides in community-acquired pneumonia: therapeutic necessity or path W0207 16:55 The use of artificial intelligence tools for writing to overuse? articles: what to do and not to doErlangga Yusuf (Rotterdam, Netherlands) Chairs Marc J.M. Bonten (Utrecht, Netherlands) Karin Thursky (Carlton, Australia) W0208 17:15 Selecting the best journal for my manuscriptAndre Kalil (Omaha, United States) Co-organised with: CMI Board of Editors"
SY057,2,S0162,14:45,"Pro: maximising outcomes with evidence-based useEvangelos Giamarellos-Bourboulis (Athens, Greece) SY069 16:15 - 18:15 Hall 16"
SY069,16,S0163,15:15,"Con: the risks of routine (over)useAurélien Dinh 2-hour Symposium (Garches, France) Controlled human infection models Chairs Frederick Hayden (Charlottesville, United States)"
SY069,16,S0197,16:15,"Updates on the dengue human infection Chairs Nicolas Mueller (Zurich, Switzerland) modelKirsten Lyke (Baltimore, United States) Alessandra Mularoni (Palermo, Italy) S0198 16:45 CHIM in endemic countriesMelissa Kapulu (Kilifi, Kenya)"
SY069,16,S0199,17:15,Controlled human infection models of parasitic
SY069,16,S0164,14:45,"Top 10 papers in infections in SOTPatricia Munoz infectionsMeta Roestenberg (Leiden, Netherlands) (Madrid, Spain) S0200 17:45 Controlled human infection models of non-typhoidal"
SY069,16,S0165,15:15,"Top 10 paper in infections in HCT and cellular SalmonellaMalick Gibani (London, United Kingdom) therapyJoshua Hill (Seattle, United States) Co-organised with: British Infection Association (BIA)"
SY067,11,S0189,16:15,STI treatment options are running out due to
SY067,11,S0190,16:45,"Genomic surveillance of Neisseria gonorrhoeae causing fungaemia in patients admitted to a tertiary strainsPetra Wolffs (Maastricht, Netherlands) hospital in Madrid from 2014 to 2024J. Guinea* (Madrid, Spain), P. Escribano, A. Gomez, A. Burillo, S0191 17:15 Evolutionary insights into syphilis and Treponema P. Muñoz pallidumMathew Beale (Hinxton, United Kingdom)"
SY067,11,S0192,17:45,"Challenges in chlamydial STI infectionsCecile Bebear Similar Across BodyweightR.E. Wrishko* (Rahway, (Bordeaux, France) United States), P. Kothare, T.J. Bateman, M.G. Co-organised with: Deutsche Gesellschaft für Hygiene und Mikrobiologie Johnson, A. Stoch"
SY068,12,S0193,16:15,"Tick-borne encephalitis: immune response and P. Rhomberg, M. Castanheira clinical experienceSara Gredmark Russ (Stockholm,"
SY068,12,S0194,16:45,"TBE immune responses and vaccine Aviv, Israel), R. Shadhan, A. Novikov, N. Mizrahi effectivenessKarin Stiasny (Vienna, Austria)"
SY068,12,S0195,17:15,"NS1 antibodies: diagnostics and screening of clinical isolates collected as part as two national seroprevalence of TBE virus infectionGerhard surveys on azole resistance conducted in Spain Dobler (Munich, Germany) (ASPEIN II and III)J. Guinea* (Madrid, Spain), P. Escribano, J. Moraga, A. Gomez, P. Muñoz S0196 17:45 Treatment for TBE: where do we stand?Daniel Ruzek (Brno, Czech Republic)"
SY068,12,L0031,16:15,"Introduction, Julia Anna Bielicki (London, United SPICMI, FranceP. Astagneau* (Paris, France), B. Kingdom), Vance Fowler (Durham, United States) Nkoumazok, N. Benhajkassen, I. Arnaud, D. Verjat-"
SY068,12,L0032,16:20,"Description of SNAP trial Trannoy, J. Auraix, K. Lebascle"
SY068,12,L0033,16:30,Benzylpenicillin versus (flu)cloxacillin for the
SY068,12,L0034,16:45,Cefazolin versus (flu)cloxacillin for the treatment of
SY068,12,L0035,17:00,"Cloxacillin versus cefazolin for methicillin-susceptible Bernatoniene, S. Bhowmik, J. Perry, P. Mottram, P. Staphylococcus aureus bacteraemia (CloCeBa): a Mcnamara, D. Lewis, N. Van Kinnekan, A. Finn randomised, controlled, non-inferiority trialX. O0230 Targeted metagenomic sequencing of influenza, Lescure* (Paris, France), F. Vandenesch, X. Duval, S. RSV, and symptomatic respiratory infections from Tubiana, C. Burdet, N. Saïdani, A. Lemaignien, E. UK healthcare workersM. Knoll* (Hinxton, United Canoui, L. Surgers, M. Esposito Farese, V. Le Moing, Kingdom), L. Findlater, B. Katie, J. Wagner, T. Diego, P. Tattevin D. Rajan, S. Frances Field, S. Thurston, A. Wong, B."
SY068,12,L0036,17:15,"Trial DiscussionJulia Anna Bielicki (London, United Hyatt, N. Thesin, J. Robinson, R. Yeadon, A. Galvin, Kingdom) B. Blane, Y.L. Huang, K. Howe, M. Forbes, K. Figueroa, F. Schwach, S. Stott, A. Marhino, A. Frick-"
SY068,12,L0037,17:30,"Trial DiscussionVance Fowler (Durham, United Kretschmer, B. Dave, T. Maddison, S. Hopkins, S. States) Foulkes, J. Islam, A. Atti, V. Hall, E. Harrison"
SY068,12,L0038,17:45,Open Discussion and Q&A
SY064,2,S0177,16:15,PK/PD and antibacterial therapyDolors Soy-Muner
SY064,2,S0178,16:45,"PK/PD and antifungal therapyRoger Brüggemann influenza infections over ten years in FranceP. (Nijmegen, Netherlands) Loubet* (Nimes, France), S. Guitton, R. Simon, L. Lefrancois, L.B. Luong Nguyen, P. Vanhems, F. S0179 17:15 PK/PD and antiviral therapyJoe Standing (London, Laine, F. Galtier, X. Duval, B. Lina, M. Valette, G. United Kingdom) Lagathu, V. Foulogne, N. Houhou-Fidhou, A.S."
SY064,2,S0180,17:45,"PK/PD considerations in anthelminthic L'honneur, F. Carrat, L. Meyer, C. Durier, O. Launay treatmentJennifer Keiser (Allschwil, Switzerland)"
SY064,2,W0201,16:15,"Malaria in the non-endemic setting: who to treat as Observational Real-world Study in FranceS. an outpatient and how to detect treatment Fourati* (Créteil, France), A. Reslan, J. Bourret, Y. failureEmmanuel Bottieau (Antwerp, Belgium) Rahou, L. Chollet, S. Pillet, P. Tremeaux, N. Candace Dossou, E. Gault, M. Salmona, B.M. Imbert, A. W0202 16:35 Malaria resistance mutations in the non-endemic Mirand, S. Larrat, A. Moisan, S. Marot, A. setting: role of genomic surveillanceAnna Rosanas Schnuriger, N. Veyrenche, I. Engelmann, L. Handala, Urgell (Antwerp, Belgium) A. Henry, V. Stephan, S. Brichler, V. Avettand- W0203 16:55 How to manage Plasmodium Knowlesi infectionGiri Fenoel, N. Zemali, C. Lefeuvre, C. Pronier, L. Shan Rajahram (Kota Kinabalu, Malaysia) Deroche, M.C. Jaffar, L. Mouna, C. François, A."
SY064,2,W0204,17:15,"Epidemiology and control of Plasmodium Regueme, C. Hartard, S. Roger, F. Gallais, A. Ly, C. KnowlesiKimberly Fornace (Singapore, Singapore) Rodriguez, G. Dos Santos, J. Buchrieser, O. Schwartz, J.M. Pawlotsky, F. Lemoine, E. Audureau, Co-organised with: British Infection Association (BIA) M.A. Rameix-Welti"
SY065,4,S0181,16:15,"The vanco chronicles: enterococci's global Chiew, B. Ong, D. Lye journeyGuido Werner (Wernigerode, Germany)"
SY065,4,S0182,16:45,"Pitfall in susceptibility testing of Gram- syncytial virus in adults with acute respiratory positivesHelena Zemlickova (Prague, Czech infections – a Danish nationwide cohort Republic) studyStanislava Bratkovic (Copenhagen, Denmark)"
SY065,4,S0183,17:15,Drivers for daptomycin and linezolid resistance in
SY065,4,S0184,17:45,"What is new in treatment against MDR Gram- tertiary care in England: report from the STOP RSV positives?Alex Soriano (Barcelona, Spain) prospective surveillance studyE. Carter* (Liverpool, United Kingdom), H. Hill, D. Ferreira, A. Collins, C. Solórzano, L. Mclellan, L. Kerruish, F. Fyles, S. Drysdale, P. Gonzalez-Dias, G. Duncan, K. Davies, P. SY066 16:15 - 18:15 Hall 5 Crozier, P. Saunderson, R. Kramer, M. Bangert, N. Vassilouthis, S. Messahel, B. Caroline, S. Brearey, J. 2-hour Symposium"
SY066,5,S0185,16:15,"The Vietnamese experience with CRP testing in the A.P. Rodriguez Zulueta community settingThi Thuy Nga Do (Ha Noi, Vietnam) E0260 Acute disseminated encephalomyelitis following"
SY066,5,S0186,16:45,"The Nigerian experience with CRP testing in the bacterial meningoencephalitis – Two Case reports & community settingAugustine Onwunduba (Awka, Review of LiteratureM. Priyadarshi* (Delhi, India), M. Nigeria) Salunkhe, A. Mohan, P. Gupta, A. Agarwal, V. Goel, R. Bhatia"
SY066,5,S0187,17:15,"CRP testing in diagnosing tuberculosis in Zambia and South AfricaHelen Ayles (Lusaka, Zambia) E0261 Streptococcus equi Subspecies zooepidemicus Endocarditis and Meningitis in a 62-Year-Old Patient:"
SY066,5,S0188,17:45,"The health economics of CRP testing in LMICsYoel A Case Report and Literature reviewD. Chemello* Lubell (Bangkok, Thailand) (Modena, Italy), G. Franceschi, S. Alessandra, B. Andrea, S. Mario, M. Marianna, M. Cristina"
SY066,5,S0221,08:30,Diphtheria: from clinical picture to medical
SY066,5,S0222,09:00,"The epidemiology of diphtheria worldwide over the Hospital WastewaterA.K. Bari* (Groningen, last half-century: more than one comebackAndreas Netherlands), B. Sinha, J.W.A. Rossen, B.B. Xavier, Hoefer (Solna, Sweden) T.T. Severs, M.J. Cardoso, M. Savin S0223 09:30 There’s more than one toxigenic Corynebacterium:"
SY066,5,S0224,10:00,"Diphtheria vaccination: a reappraisal Gayatri Switzerland), A.M. Rooney, S. Moser, A. Egli Amirthalingam (London, United Kingdom) Co-organised with: ESCMID Study Group for Epidemiological Markers (ESGEM), ESCMID Vaccine Study Group (EVASG)"
EW079,11,W0237,08:30,"Tuberculous meningitis: what can we learn from the novel, oral, long-acting HSV helicase-primase first global guidelines?Joseph Donovan (Ho Chi Minh inhibitor: Interim results from a Phase 1a/1b study in City, Vietnam) healthy participantsA. Gaggar* (South San W0238 08:50 WHO guidelines on bacterial meningitis: change of Francisco, United States), E. Gane, C. Schwabe, G. clinical practice?Matthijs Brouwer (Amsterdam, Wang, J. Liu, S. Knox, K. Kitrinos, K. Zomorodi Netherlands)"
EW079,11,W0239,09:10,"ESCMID encephalitis guidelines 2024: what’s dependent on treatment initiation timeL. new?Tom Solomon (Liverpool, United Kingdom) Sudarsono* (Leiden, Netherlands), X. Liu, J.G.C."
EW079,11,W0240,09:30,"WHO guidelines for cryptococcal meningitis: success Van Hasselt, A.G. Märtson stories and barriers to implementationNelesh"
EW079,11,S0213,08:30,A broad spectrum of possibilities: spectrum scores as
EW079,11,S0214,09:00,Proxy indicators to estimate appropriateness of
EW079,11,S0215,09:30,"How to bridge the gap between surveillance and López, D. López Parra, J. Llenas García antimicrobial stewardshipMark G. J. De Boer (Leiden,"
EW079,11,S0216,10:00,"Health economics, surveillance and antimicrobial with enhanced effects following treatmentAnna stewardshipZhu Nina Jiayue (London, United Mertelsmann (Zürich, Switzerland) Kingdom)"
EW079,11,S0225,08:30,"New indicators in national monitoring and evaluation Chairs Frédéric Barbut (Paris, France) of AMR supported by improved data utilisationDirek Kerrie Davies (Leeds, United Kingdom) Limmathurotsakul (Bangkok, Thailand)"
EW079,11,S0226,09:00,Interdisciplinary investigation of the drivers and burden of AMR in urinary tract infectionsStephen
EW079,11,S0217,08:30,"Severe CDI: when standard protocols failHynek Mshana (Mwanza, Tanzania, United republic of) Bartos (Prague, Czech Republic) S0227 09:30 A clinically-oriented AMR surveillance network: case-"
EW079,11,S0218,09:00,"Therapies for complicated CDIEmma Bishop (Clayton based surveillance and implementationPaul Turner Vic, Australia) (Siem Reap, Cambodia)"
EW079,11,S0219,09:30,"Recurrent CDI: Breaking the cycleAndrea Marino S0228 10:00 National prescribing guidelines based on AMR (Catania, Italy) surveillance dataVilada Chansamouth (Vientiane, Lao People's democratic republic)"
EW079,11,S0220,10:00,"Live biotherapeutic products for Clostridioides difficile infectionSimon Goldenberg (London, United Co-organised with: CAESAR network, ESCMID Study Group for Antimicrobial Kingdom) Resistance Surveillance (ESGARS) Co-organised with: ESCMID Study Group for Clostridioides difficile (ESGCD)"
OS038,14,W0229,08:30,"Differentiating acute infection, sepsis and sepsis"
OS038,14,W0230,08:50,"Machine learning for early recognition of United Kingdom), A. Gregg, Q. Liu, S. Owen, C. Chen, sepsisKarsten Borgwardt (Martinsried, Germany) M. Edward, S. Jiang, W. Lu, L. Mynheer, W. Finch W0231 09:10 How to avoid common mistakes in randomised"
OS038,14,W0232,09:30,"Improved clinical trials in community-acquired bacteriaC. Moguet* (Guipry, France), S. Oueslati, A. pneumonia using precision medicineLennie Derde Vogel, S. Gelhaye, A. Chalin, H. Volland, T. Naas (Utrecht, Netherlands)"
SY072,3,S0209,08:30,"How dengue, chikungunya and zika virus disease Ekelund, A. Van Belkum became emerging threats to EuropeCeline Gossner"
SY072,3,S0210,09:00,"Surveillance of dengue in urbanised tropical (AusDiagnostic)A. Braille* (Paris, France), M. regionsVincent Junxiong Pang (Singapore, Mainardis, F. Meunier, M. Mathar, M. Mérimèche, B. Singapore) Condamine, F. Caméléna, B. Berçot"
SY072,3,S0211,09:30,Mosquito surveillance and control: opportunities and
SY072,3,S0212,10:00,"Tracking autochthonous arboviral infectionLuisa bacteria from positive blood culturesD. Squitieri* Barzon (Padua, Italy) (Rome, Italy), G. Menchinelli, C. Magrì, T. D'inzeo, M. Cacaci, B. Posteraro, G. De Angelis, M. Sanguinetti Co-organised with: European Centre for Disease Prevention and Control (ECDC)"
EW078,4,W0233,08:30,"Is metagenomics right for my lab?Paula Mölling Chairs Kwame Ohene Buabeng (Ho, Ghana) (Örebro, Sweden) H. Rogier Van Doorn (Hanoi, Vietnam)"
EW078,4,W0234,08:50,"Understanding the experimental and certification Contemporary diagnostic approaches for fungal infections aspects of metagenomicsMads Albertsen (Aalborg, Chair Ilse D. Jacobsen (Jena, Germany) Denmark)"
EW078,4,W0235,09:10,"Navigating tools, techniques, and procurementBasil Britto Xavier (Groningen, Netherlands)"
EW078,4,W0236,09:30,"Setting realistic goals and outcomes for a cohort of patients discharged from a C. auris metagenomics integrationClaire Bertelli (Lausanne, endemic areaM. Bavastro* (Genoa, Italy), L. Switzerland) Mezzogori, M. Bonaffini, L. Magnasco, F. Co-organised with: Danish Society for Clinical Microbiology, ESCMID Study Centorrino, V. Di Pilato, E. Willison, F. Portunato, Group for Genomic and Molecular Diagnostics (ESGMD), Trainee Association D.R. Giacobbe, A. Vena, A. Marchese, M. Mikulska, of ESCMID (TAE) Steering Committee M. Bassetti"
SY082,6,S0243,11:00,"The rise of anti-science: lessons for the future ePoster Flash Session scientistMarion Koopmans (Rotterdam, Netherlands)"
SY082,6,S0244,11:30,"Open science for public trustLisa Hansen (Ottawa, Expanding MALDI-TOF applications Canada) Chair Belen Rodriguez-Sanchez (Madrid, Spain)"
SY082,6,F0259,11:00,"View from medical microbiologyMaeve Doyle machine learningT. Pichl* (Munich, Germany), L. (Waterford, Ireland) Miranda, N. Wantia, K. Borgwardt, J. Sattler"
SY082,6,F0260,11:10,"view from infectious diseasesEoghan De Barra E0365 Rapid antifungal resistance prediction based on (Dublin, Ireland) MALDI TOF mass spectrometryD. Duroux* (Zurich,"
SY082,6,F0261,11:20,"view from trainees (TAE)Christian Kraef Switzerland), Y. Yang, J. Sattler, A. Egli (Copenhagen, Denmark) E0366 Rapid prediction of fluconazole resistance by"
SY082,6,F0262,11:30,"European exam - how to prepare?Annelies Verbon machine-learning analysis of Candida parapsilosis (Bosch En Duin, Netherlands) MALDI-TOF mass profilesC. Magri* (Rome, Italy), C. Magrì, V. Ivagnes, M. Sanguinetti, E. De Carolis"
SY082,6,S0247,11:00,"Human African Trypanosomiasis: recent diagnostic Muñoz, M. Marín, L. Alcalá, D. Rodriguez-Temporal, and medical practicesJean-Mathieu Bart (Conakry, B. Rodriguez-Sanchez Guinea)"
SY082,6,S0248,11:30,"American Trypanosomiasis: Diagnosis, screening and shotgun proteomicsL. Meekes* (Rotterdam, managementTba Netherlands), D. Rustad, C. Güzel, T.K. Jenssen, H. Co-organised with: ESCMID Study Group for Clinical Parasitology (ESGCP) Hauge, C. Klaassen, M. Bexkens, N. Strepis, T. Luider, W. Goessens"
KN081,1,S0253,11:00,"Bacterial PROTACs: Do proteolysis-targeting Caroccia, M. Di Chiara, P. Viale, M. Giannella degraders represent a viable strategy for new antimicrobials?Morreale Francesca Ester (London,"
KN081,1,S0254,11:30,"Activity-based protein profiling of bacterial (Edmonton, Canada), D. You, J. Gratrix, A. Singh, K. pathogens: new enzymes and their functions at the Doucette host-microbe interfaceChristian Stephan Lentz (Tromsø, Norway)"
KN081,1,M0255,11:00,"Gisela Robles Aguilar (Oxford, United Kingdom)"
KN081,1,M0256,11:12,"Mike Sharland (London, United Kingdom)"
OS043,3,S0249,11:00,Role of reflex testing strategies in identifying patients
OS043,3,S0250,11:30,"Management and elimination of hepatitis in hard-to- (Porto, Portugal), A. Gonçalves Rodrigues, L. reach personsSuda Tekin (Istanbul, Türkiye) Cobrado Co-organised with: ESCMID Study Group for Viral Hepatitis (ESGVH), O0325 Sink-associated outbreak of verona integron- Romanian Society for Infectious Diseases and HIV/AIDS encoded metallo-??-lactamase-producing carbapenem-resistant Pseudomonas aeruginosa in a Dutch intensive care unitM. Van Den Bos Kromhout*"
OS043,3,S0251,11:00,"Viability markers in support of development of O0327 Tolerance of Klebsiella pneumoniae biofilms to Chlamydia screening recommendationsPetra Wolffs disinfection with peracetic acidM. Arvand* (Berlin, (Maastricht, Netherlands) Germany), A.M. Richter, D. Csertö, K. Konrat"
OS043,3,S0252,11:30,"Measuring viability to improve the correlation of AMR O0328 Bringing balance to the formulation: disinfection markers and clinical outcomes in Neisseria efficacy and material compatibilityJ. Jennings* gonorrhoeaeTatum Mortimer (Athens, United States) (Halifax, United Kingdom), T. Langford, H. Mansbridge, E. Fraser, I. Poles, J. Clarke Co-organised with: ESCMID Study Group for Mycoplasma and Chlamydia Infections (ESGMAC)"
ME089,15,M0257,11:00,"Katrien Lagrou (Leuven, Belgium) falciparum isolates from Uganda: results of ERASE studyM. L'episcopia* (Rome, Italy), F.V. Segala, J."
ME089,15,M0258,11:12,"Mihai Mares (Iasi, Romania) Ictho, R. Papagni, I. Obua, E. De Vita, N. Olang, R. Co-organised with: European Confederation of Medical Mycology (ECMM) Novara, V. Totaro, L. Olal, G. Patti, C. Bignom, C. Agaro, G. Dall'oglio, B. Ngole, S. Okori, P. Lochoro, G."
SY083,7,S0245,11:00,"Challenges in diagnosis of Lyme neuroborreliosisRick Sørensen Dersch (Freiburg, Germany)"
SY083,7,S0246,11:30,"Challenges in treatment of Lyme receptor-binding and N-terminal domain COVID-19 neuroborreliosisAnne Marit Solheim (Kristiansand, vaccine versus mRNA-1273: subgroup analysesC. Norway) Grassi* (Cambridge, United States), S. Chalkias, P. Co-organised with: ESCMID Study Group for Infectious Diseases of the Brain Dennis, D. Petersen, K. Radhakrishnan, L. Vaughan, R. (ESGIB), ESCMID Study Group for Lyme Borreliosis (ESGBOR) Handforth, N. Vicic, A. Rossi, R. Wahid, D. Edwards, J. Feng, W. Deng, H. Zhou, E. De Windt, V. Urdaneta, B. Girard, S. Faust, S. Walsh, C. Cosgrove, R. Das"
SY093,11,S0267,13:30,"How immunosenescence impacts vaccine Miami, Florida.A. Jimenez* (Miami, United States), responseAndrea Cossarizza (Modena, Italy) S. Hawken, S. Arenas, K. Mokoban, D. Pronty, O."
SY093,11,S0268,14:00,"Strategies to tackle immunosenescence and improve Martinez, J. Colson, A. Richardson, T. Ferreira, B. immune response to vaccination in the elderlyInna Shukla Ovsyannikova (Rochester, United States)"
SY093,11,W0273,13:30,Developing your educator professional identityTodd
SY093,11,W0274,13:50,"What do IPC doctors need to learn to be Anantharajah* (Brussels, Belgium), C. Altintas, T. preparedSimone Scheithauer (Göttingen, Germany) Lavalleye, A. Delaunoy, I. Meyts, E. Dumitreasa, A."
SY093,11,W0275,14:10,"Communities of practice: successful experience of a Bennert, C. Schirvel, A. Verroken, H. Rodriguez- transformative collaboration and roadmapErin Villalobos Bonura (Portland, United States) E0396 Reversing and controlling microbial proliferation in"
SY093,11,W0276,14:30,"The critical need for ongoing innovations in medical the water system of a high-risk hospital ward after educationClémentine Schilte (Paris, France) extended closure and reconstructionD. Chaput* (Glasgow, United Kingdom), K. Clarkson, L. Co-organised with: Infectious Diseases Society of America (IDSA), ESCMID Bagrade, A. Marek, D. Kelly, D. Watson, A. Leanord, Professional Affairs Subcommittee, Trainee Association of ESCMID (TAE) T. Steele Steering Committee, British Infection Association (BIA), Young Leader Circle of the American Society of Microbiology E0397 Whole-genome sequencing as part of the tracking and managing Carbapenemase producing Enterobacterales transmission in an acute hospital"
SY093,11,F0277,13:30,"Training skilled personnel in LMIC and brain drain: is wastewaterH.A. Craddock* (Dublin, Ireland), A. the solution the problem?Sipho Kenneth Dlamini Kearney, F. Fitzpatrick, C. Finn, M.T. Pryce, D. (Observatory, South Africa) Fitzgerald-Hughes"
SY093,11,F0278,13:40,"Leveraging surveillance networks to strengthen basic bacteriologyDissou Affolabi (Cotonou, Benin)"
SY093,11,F0279,13:50,"Clinical bacteriology laboratories in low-resource EF055 - Arena 4 13:30 14:30 settings: considerations for sustainabilityMakeda Semret (Montreal, Canada) ePoster Flash Session Co-organised with: ESCMID Professional Affairs Subcommittee, Dutch The cutting edge in tuberculosis Society for Medical Microbiology (NVMM), ESCMID Parity Commission,Federation of European Microbiological Societies (FEMS), Chair Graeme Ayton Meintjes (Observatory, South Africa) ESCMID Study Group for Antimicrobial stewardship (ESGAP), Société belge d'Infectiolo"
SY093,11,S0269,13:30,"Foodborne risk in meat and fishery products and impact on AMRAnders Dalsgaard (Frederiksberg C, Selective Pressure Denmark) Chairs Jacob Moran-Gilad (Beer Sheva, Israel) S0270 14:00 Control challenges associated with food-borne Joshua Nosanchuk (Bronx, United States) multidrug resistanceLuisa Maria Vieira Peixe (Porto, Jose Ramon Pano-Pardo (Zaragoza, Spain) Portugal) Jesús Rodríguez-Baño (Seville, Spain) Co-organised with: ESCMID Food- and Water-borne Infections Study Group Anja Šterbenc (Ljubljana, Slovenia) (EFWISG) Suzanne Van Asten (Nijmegen, Netherlands) David Van Duin (Chapel Hill, Nc, United States)"
SY093,11,M0271,13:30,"Karolina Akinosoglou (Patra, Greece)"
SY093,11,M0272,13:42,"Pierre Tattevin (Rennes, France) Co-organised with: ESCMID PK/PD of Anti-Infectives Study Group (EPASG),"
SY093,11,S0265,13:30,"Sex impacts incidence, management, and outcome in Producing Enterobacterales Using Disk-DiffusionL.K. bacteraemiaAnnette Westgeest (Leiden, Muhsal* (Oldenburg, Germany), C. Cimen, J. Sattler, Netherlands) O. Nolte, L. Dortet, R. Bonnin, A. Egli, A. Hamprecht"
SY093,11,S0266,14:00,The complex interplay between gender and
ME101,14,M0285,14:45,"Esther Calbo (Terrassa, Spain)"
ME101,14,M0286,14:57,"Jan A.J.W. Kluytmans (Utrecht, Netherlands)"
FO102,,F0287,14:45,"Status of the One Health Joint Plan of Action by the Pathways and Immune Evasion in Acinetobacter QuadripartiteChadia Wannous (Paris, France) baumanniiH. Wang* (Beijing, China), C. Jiang"
FO102,,F0288,14:55,National surveillance responsibilities under the
FO102,,F0289,15:05,"Long-term consequences of emerging viral Molina Panadero, A. Lora González, A. Hmadcha diseasesAlfonso J. Rodriguez-Morales (Pereira, Colombia)"
SY091,4,S0263,13:30,"Lessons learnt from previous outbreaksTba Q. Wang, N. Jeoffreys, S. Chen, K. Basile, T."
SY091,4,S0264,14:00,"Disease X: preparedness for the next pandemicYee Golubchik, J. Kok, V. Sintchenko Sin Leo (Singapore, Singapore)"
EF060,,S0283,14:45,"Infant gut microbiome developmentDebby Bogaert Batirel, Y. Onlen, E. Parlak, B. Kurtaran, S. Tosun, I. (Edinburgh, United Kingdom) Yilmaz Nakir, O. Gunal, N. Eser, H. Yaqoobi, O. Tabki, T. Turunc, U. Balci, S. Komur, E.E. Tutuncu, L.N."
EF060,,S0284,15:15,"Metagenomic signatures and antibiotic disruption of Altunal, N.D. Sari, D.S. Yildiz, H.D. Ozkaya, I.E. Yildiz, the gut microbiome in neonatesGautam Dantas (Saint S. Kaya, O. Karabay, S. Alkan, F. Tabak Louis, United States) Co-organised with: ESCMID Study Group for Nosocomial Infections (ESGNI), European Society of Paedriatic Infectious Diseases (ESPID) OS057 - Hall 3 14:45 15:45 1-hour Oral Session"
OS056,2,S0281,14:45,The EUCAST system in surveillance of AMRSören G.
OS056,2,S0282,15:15,"Insights into developments in the surveillance of Hockicková, J. Hockicko, D. Javorská, Š. Zamba, A. HAIsDiamantis Plachouras (Solna, Sweden) Vasiľová, M. Ševčík, A. Cehelská, D. Hudáčková, P. Co-organised with: EUCAST Steering Committee, EUCIC Steering Kristian Committee, European Centre for Disease Prevention and Control (ECDC)"
OS056,2,S0297,16:15,"Communicating to policy makers and for societal antimicrobials with antibiofilm activity against impactBalázs Babarczy (Budapest, Hungary) Staphylococcus aureusA. Nunes* (Lisbon, Portugal),"
OS056,2,S0298,16:45,"Influencing behaviour through the media and a B. Alves, J.P. Carrilho, N.R. Candeias multichannel communications strategyCharlotte Hutchinson (London, United Kingdom)"
EW109,2,W0301,16:15,"Tailoring pharmacologic prophylaxis in patients with Solleder, G. Meleleo, T. Malik, K. Bakker, R. Oidtman non-haematologic cancer: from viruses to fungiJanne Vehreschild (Frankfurt, Germany) E0481 Modeling the public health impact of a 21-valent PCV in the Canadian adult populationO. Sharomi*"
EW109,2,W0302,16:35,"Pneumonitis or pneumonia? A practical approach to (Rahway, United States), R. Oidtman, M.C. Meilleur, lung infiltrates in patients with solid tumoursTba S. Weinrich, K. Bakker"
EW109,2,W0303,16:55,The diagnostic dilemmas and treatment challenges of
EW109,2,W0304,17:15,"HTLV-1 and T-cell lymphoma - predict & preventLucy NorwayZ. Yi* (Rahway, United States), A.A. Tajik, S.T. Cook (London, United Kingdom) Klitkou, E. Tsoumani, K. Owusu-Edusei Co-organised with: ESCMID Study Group for Respiratory Viruses (ESGREV), E0483 Shifting from risk-based to age-based approach for International Immunocompromised Host Society (ICHS) pneumococcal vaccination in adults in France: a comprehensive evaluationO. Sharomi* (Mt Carmel, United States), S. Oluwaseun, M. Breau-Brunel, F."
EF067,,M0299,16:15,"Sophie Schneitler (Homburg, Germany)"
EF067,,M0300,16:27,"Andreas Neumayr (Basel, Switzerland)"
EF067,,S0295,16:15,"Strain dynamics in serious bacterial infections in infantsDrew Schwartz (Saint Louis, United States)"
EF067,,S0296,16:45,"Long-term colonisation dynamics of carbapenemase- 16:15 18:15 producing EnterobacteralesNiranjan Nagarajan 2-hour Oral Session (Singapore, Singapore) Heterogeneity and complexity of sepsis Chairs Despoina Koulenti (London, United Kingdom) OS064 16:15 - 17:15 Hall 16 Sylvain Meylan (Lausanne, Switzerland) 1-hour Oral Session Viral immune response - nature or nurture? Exploring the limits of immune"
OS064,16,S0291,16:15,"Standard prophylaxisMaddalena Giannella (Bologna,"
OS064,16,S0292,16:45,"Targeted approachesMaristela P. Freire (Sao Paulo, García-Giménez, L. Piles, M. Madrazo, G. Judit, M. Brazil) López-Torres, A. Artero Co-organised with: European Association for the study of the liver (EASL)"
