id,sessionId,parentSessionId,title,location,date,timeRange,timezone,sessionType,category,chairName,chairCountry,presenterName,presenterCountry
1238,IPT25,NULL,"Genomic data. Insights. Action (I): (Re)Shaping the future of infectious disease management with EIT Pathogena","Innovation theatre |","11:00 - 11:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1240,IPT26,NULL,"AMR: are new antibiotics the only solution?","Innovation theatre |","12:00 - 12:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1242,IPT27,NULL,"Beyfortus® (nirsevimab) and its outcomes against RSV LRTD in real-world analyses from Galicia (Spain)","Innovation theatre |","14:00 - 14:20CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1244,IPT28,NULL,"Lateral flow assays: optimizing fiber pads in test development and manufacture","Innovation theatre |","14:30 - 14:50CETInnovation Theatre",,CET,"Innovation Theatre","32. Industry session",NULL,NULL,NULL,NULL
1246,IS01,NULL,"Advancements in paediatric RSV prevention: navigating the evolving clinical landscape and public health strategies","Hall 6 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Monika REDLBERGER-FRITZ",Austria,NULL,NULL
1253,IS02,NULL,"Revisiting treatment strategies for MBL-producing Enterobacterales and S. maltophilia: what's new?","Hall 7 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Matteo BASSETTI",Italy,NULL,NULL
1259,IS03,NULL,"Options for best-in-class influenza and COVID-19 vaccines: methodologies, challenges and opportunities in assessing vaccine performance","Hall 8 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Meral AKCAY",France,NULL,NULL
1266,IS05,NULL,"mRNA innovation in action: a new era for respiratory care","Hall 10 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Albert VOLLAARD",Netherlands,NULL,NULL
1273,IS06,NULL,"Enter a new era of MDx for antimicrobial resistance","Hall 6 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Te-Din Daniel HUANG",Belgium,NULL,NULL
1281,IS07,NULL,"Rewriting the plot: understanding invasive mould disease diagnosis and treatment for vulnerable patients","Hall 7 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Cornelia LASS-FLÖRL",Austria,NULL,NULL
1289,IS09,NULL,"COVID-19 5 years later: advancing hospital care in the new normal","Hall 9 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Roy CHEMALY","United States",NULL,NULL
1296,IS10,NULL,"Maximising efficiency in microbiology: navigating resource scarcity with lab automation","Hall 10 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Antony CROXATTO",Switzerland,NULL,NULL
1303,IS11,NULL,"Innovative antibiotics: are we using them in the right patients, at the right time? The example of cefiderocol in CRGNI","Hall 6 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Mathias PLETZ",Germany,NULL,NULL
1309,IS12,NULL,"The power of prevention: incorporating adult vaccination into health systems","Hall 7 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Maria GANCZAK",Poland,NULL,NULL
1316,IS13,NULL,"Embracing the change: success stories of innovation in clinical microbiology","Hall 8 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Fusun CAN",Türkiye,NULL,NULL
1325,IS14,NULL,"Details make the difference. Do you know everything about the new antibiotics?","Hall 9 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Matteo BASSETTI",Italy,NULL,NULL
1333,IS15,NULL,"Changing microbiology: advanced spectroscopy and molecular biology techniques","Hall 10 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Elena DE CAROLIS",Italy,NULL,NULL
1340,IS16,NULL,"New horizon of RSV LRTD in infants: reflection on two seasons of prevention options","Hall 6 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Markus KNUF",Germany,NULL,NULL
1347,IS17,NULL,"Unlocking evidence: opening doors to integrate real-world evidence into the treatment of MDR Gram-negative bacterial infections","Hall 7 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Christian GISKE",Sweden,NULL,NULL
1354,IS18,NULL,"Addressing diverse clinical needs in respiratory infections: choosing the appropriate test, in the right location, to best serve your patient population","Hall 8 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Truls Michael LEEGAARD",Norway,NULL,NULL
1361,IS19,NULL,"Invasive fungal disease: navigating the risks, benefits and challenges of current practice","Hall 9 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Roger BRÜGGEMANN",Netherlands,NULL,NULL
1369,IS20,NULL,"Redefining preparedness: monitoring evolving pathogens and the changing epidemiology of STI's and HIV","Hall 10 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Cecile BEBEAR",France,NULL,NULL
1376,IS21,NULL,"Reducing the global burden of RSV in infants via maternal immunisation","Hall 6 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Debby BOGAERT","United Kingdom",NULL,NULL
1383,IS23,NULL,"Does number of serotypes matter? A new adult-specific pneumococcal conjugate vaccine to expand protection across the lifespan","Hall 8 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Zitta Barrella HARBOE",Denmark,NULL,NULL
1390,IS24,NULL,"Maximising the impact of syndromic molecular diagnostics: enhancing respiratory infection management and antimicrobial stewardship in the ED and ICU","Hall 9 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Maurizio SANGUINETTI",Italy,NULL,NULL
1397,IS25,NULL,"Preventing bacterial infections: a crucial front in the fight against sepsis and antimicrobial resistance","Hall 10 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Michele BARTOLETTI",Italy,NULL,NULL
1405,IS26,NULL,"Expert insights in COVID-19: from vaccination to treatment","Hall 6 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Laurent KAISER",Switzerland,NULL,NULL
1413,IS28,NULL,"Refining the management of cytomegalovirus and Gram-negative infections: latest updates and therapeutic advances","Hall 8 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Dina AVERBUCH",Israel,NULL,NULL
1426,IS29,NULL,"Serious bacterial infections in high-risk populations: a race against time","Hall 9 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Diane ASHIRU-OREDOPE","United Kingdom",NULL,NULL
1434,IS30,NULL,"Transforming STI treatment and management with highly-extended molecular point-of-care testing","Hall 10 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Jean-Pierre ALLAIN","United Kingdom",NULL,NULL
1442,IS31,NULL,"The challenges of keeping patients on antifungals. Can new thinking help us?","Hall 6 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Cornelia LASS-FLÖRL",Austria,NULL,NULL
1450,IS32,NULL,"Real life challenges in Gram-positive infections: what's the real deal?","Hall 7 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Marlene AMARA",France,NULL,NULL
1458,IS33,NULL,"Improving patient management in respiratory infections with innovative and automated diagnostic solutions","Hall 8 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Daniela CIRILLO",Italy,NULL,NULL
1466,IS34,NULL,"Next-generation molecular diagnostics for multiplex testing of infectious diseases: a performance-driven approach","Hall 10 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Neven PAPIC",Croatia,NULL,NULL
1474,IS35,NULL,"TBE and Lyme borreliosis: a pan European challenge","Hall 6 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Andreas PILZ",Austria,NULL,NULL
1481,IS36,NULL,"Individualised antibiotic strategies: from monotherapy to antibiotic combinations with new perspectives through IV fosfomycin","Hall 8 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Shampa DAS","United Kingdom",NULL,NULL
1489,IS37,NULL,"The RSV landscape in adults: disease burden, public health impact, and the latest clinical and real-world data on vaccination with RSVpreF","Hall 9 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Pier Luigi LOPALCO",Italy,NULL,NULL
1496,IS38,NULL,"Fast-track immunity: rapid immune protection through advanced vaccination strategies","Hall 10 |","08:30 - 10:00CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Martin P. GROBUSCH",Netherlands,NULL,NULL
1503,IS39,NULL,"Fighting foes, old and new: maintaining and expanding direct protection against persistent and emerging serotypes in adults with pneumococcal vaccination","Hall 6 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Carmen ARDANUY",Spain,NULL,NULL
1509,IS40,NULL,"RSV and hMPV disease burden in adults: a dual dilemma","Hall 7 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Siran KESKE",Türkiye,NULL,NULL
1514,IS41,NULL,"Bridging the gap: innovative partnerships to expand global antimicrobial access","Hall 8 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Marc MENDELSON","South Africa",NULL,NULL
1521,IS42,NULL,"Bloodstream infections: management, clinical algorithms and rapid diagnostic solution","Hall 9 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Elda RIGHI","United Kingdom",NULL,NULL
1528,IS43,NULL,"Decentralised point-of-care molecular diagnostics for accessible STI testing","Hall 10 |","12:15 - 13:15CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Kwame Ohene BUABENG",Ghana,NULL,NULL
1535,IS44,NULL,"Expert insights on diagnostics and antimicrobial resistance","Hall 6 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Laurent DORTET",France,NULL,NULL
1544,IS45,NULL,"Influenza connect: challenging conversations in respiratory vaccination","Hall 7 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","David FISMAN",Canada,NULL,NULL
1551,IS46,NULL,"From guidelines to clinical practice: towards better care for patients with Clostridioides difficile infection","Hall 8 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Simon GOLDENBERG","United Kingdom",NULL,NULL
1562,IS47,NULL,"The double burden: clinical perspectives on RSV and hMPV","Hall 9 |","13:30 - 15:30CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Simona RUTA",Romania,NULL,NULL
1569,IS48,NULL,"Unlocking rapid, comprehensive pathogen genomics with real-time nanopore sequencing","Hall 6 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Hege Vangstein AAMOT",Norway,NULL,NULL
1577,IS49,NULL,"Antimicrobial resistance and immunocompromised patients in the era of personalised medicine: are we doing our best?","Hall 7 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Rafael CANTON",Spain,NULL,NULL
1587,IS50,NULL,"Conquering the superbug crisis: new hope for treating carbapenem-resistant Acinetobacter baumannii","Hall 8 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Ana GALES",Brazil,NULL,NULL
1595,IS51,NULL,"The present and future of cytomegalovirus viral load monitoring in transplant patients: from quantification harmonisation to new therapeutic strategies","Hall 10 |","16:15 - 17:45CETIntegrated Symposium",,CET,"Integrated Symposium","31. Integrated symposium","Scott HAUENSTEIN","United States",NULL,NULL
1602,JS1,NULL,"Late-breaker research from CMI and CMI Communications","Hall 12 |","13:30 - 14:30CETJournal Session",,CET,"Journal Session","04. Diagnostic microbiology",NULL,NULL,NULL,NULL
1608,JS2,NULL,"Late-breaker research from the Lancet group: new interventions for familiar and new infectious diseases","Hall 16 |","16:15 - 17:15CETJournal Session",,CET,"Journal Session","12. Professional and educational affairs","Syeda Saleha HASSAN","United Kingdom",NULL,NULL
1614,KN044,NULL,"Asia: an AMR Hot Zone","Hall 1 |","11:00 - 12:00CETCMEKeynote Lecture",,CET,"Keynote Lecture","03. Bacterial susceptibility & resistance","Giulia DE ANGELIS",Italy,NULL,NULL
1617,KN056,NULL,"Defending against dengue: global epidemiology and strategies for prevention and control","Hall 1 |","14:45 - 15:45CETCMEKeynote Lecture",,CET,"Keynote Lecture","07. Parasitic diseases, travel medicine & migrant health","Anu KANTELE",Finland,NULL,NULL
1620,KN080,NULL,"Infections after solid organ transplantation: past, present and future","Hall 1 |","09:30 - 10:30CETCMEKeynote Lecture",,CET,"Keynote Lecture","10. Immune compromise & transplant ID","Nina KHANNA",Switzerland,NULL,NULL
1623,KN081,NULL,"The new frontiers in antimicrobial stewardship","Hall 1 |","11:00 - 12:00CETCMEKeynote Lecture",,CET,"Keynote Lecture","05. New antibacterial agents, PK/PD & Stewardship","Jose Ramon PANO-PARDO",Spain,NULL,NULL
1626,KN103,NULL,"Tuberculosis: where are we now and where should we be","Hall 1 |","16:15 - 17:15CETCMEKeynote Lecture",,CET,"Keynote Lecture","02. Bacterial infection & disease","Jon S. FRIEDLAND","United Kingdom",NULL,NULL
1629,KN121,NULL,"HIV: from needle parks to injectables","Hall 1 |","11:00 - 12:00CETCMEKeynote Lecture",,CET,"Keynote Lecture","01. Viral infection & disease (incl COVID-19)","Mary HORGAN",Ireland,NULL,NULL
1632,KN130,NULL,"Infectious disease challenges in an ever-changing environment","Hall 1 |","13:30 - 14:30CETCMEKeynote Lecture",,CET,"Keynote Lecture","11. Public health & vaccines","Jacob MORAN-GILAD",Israel,NULL,NULL
1635,KN137,NULL,"Staphylococcus aureus host-microbe interaction: ecology, disease, and vaccine development","Hall 1 |","14:45 - 15:45CETCMEKeynote Lecture",,CET,"Keynote Lecture","09. Fundamental microbiology, pathogenesis & immunity to infection","Werner RUPPITSCH",Austria,NULL,NULL
1638,LB001,NULL,"Advances in vaccine effectiveness for viral respiratory infections","Hall 9 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","Late Breakers","Jean Paul STAHL",France,NULL,NULL
1645,LB002,NULL,"Investigation of intriguing outbreaks","Hall 4 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","Late Breakers",NULL,NULL,NULL,NULL
1650,LB003,NULL,"New solutions for difficult-to-treat infection","Hall 13 |","13:30 - 14:30CETCME1-hour Oral Session",,CET,"1-hour Oral Session","Late Breakers",NULL,NULL,NULL,NULL
1656,LB004,NULL,"Trials in severe infections","Hall 9 |","16:15 - 18:15CETCME2-hour Oral Session",,CET,"2-hour Oral Session","Late Breakers","Steven TONG",Australia,NULL,NULL
1668,LB005,NULL,"Emerging pathogens in humans, animals and vectors","Hall 3 |","16:15 - 17:15CETCME1-hour Oral Session",,CET,"1-hour Oral Session","Late Breakers",NULL,NULL,NULL,NULL
1674,LB006,NULL,"The Trial Run: recent trials on S. aureus bacteraemia management","Hall 13 |","16:15 - 18:15CETCME2-hour Oral Session",,CET,"2-hour Oral Session","Late Breakers","Julia Anna BIELICKI","United Kingdom",NULL,NULL
1684,M4,NULL,"Malaria differential diagnosis (beginners)","Mobile lab |","08:30 - 10:30CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1686,M5,NULL,"Malaria differential diagnosis (advanced)","Mobile lab |","13:30 - 15:30CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1688,M6,NULL,"Morphological diagnosis of faecal protozoa","Mobile lab |","16:15 - 18:15CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1690,M7,NULL,"Faecal examination (eggs and cysts -advanced)","Mobile lab |","08:30 - 10:30CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1692,M8,NULL,"Malaria differential diagnosis (beginners)","Mobile lab |","13:30 - 15:30CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1694,M9,NULL,"Malaria differential diagnosis (advanced)","Mobile lab |","16:15 - 18:15CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1696,M10,NULL,"Diagnosis of malaria by thick film","Mobile lab |","08:30 - 10:30CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1698,M11,NULL,"Morphological diagnosis of faecal protozoa","Mobile lab |","13:30 - 15:30CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1700,M12,NULL,"Faecal examination (eggs and cysts -advanced)","Mobile lab |","16:15 - 18:15CETHands-on Workshop",,CET,"Hands-on Workshop","04. Diagnostic microbiology","Debbie NOLDER","United Kingdom",NULL,NULL
1702,ME007,NULL,"How to interpret resistance patterns from antibiograms","Hall 2 |","11:00 - 12:00CETMeet-the-Expert",,CET,Meet-the-Expert,"03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
1705,ME008,NULL,"Children are not just small adults: interactive paediatric cases","Hall 3 |","11:00 - 12:00CETMeet-the-Expert",,CET,Meet-the-Expert,"02. Bacterial infection & disease",NULL,NULL,NULL,NULL
1708,ME009,NULL,"How to practise WHO Guidelines for the prevention of bloodstream infections and other intravascular catheter infections","Hall 5 |","11:00 - 12:00CETMeet-the-Expert",,CET,Meet-the-Expert,"08. Healthcare-associated infections, infection prevention & control",NULL,NULL,NULL,NULL
1711,ME010,NULL,"Can we stop vertical transmission of syphilis, HIV and hepatitis? Regional experience","Hall 6 |","11:00 - 12:00CETMeet-the-Expert",,CET,Meet-the-Expert,"01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
1714,ME011,NULL,"Biofilm-related nontuberculous mycobacterial infections: ongoing nightmare","Hall 8 |","11:00 - 12:00CETMeet-the-Expert",,CET,Meet-the-Expert,"02. Bacterial infection & disease",NULL,NULL,NULL,NULL
1717,ME012,NULL,"How to understand infectious disease risks in changing climates","Hall 9 |","11:00 - 12:00CETMeet-the-Expert",,CET,Meet-the-Expert,"11. Public health & vaccines",NULL,NULL,NULL,NULL
1720,ME013,NULL,"Orthopaedic implant infections: new approaches for improved outcomes","Hall 2 |","13:30 - 14:30CETMeet-the-Expert",,CET,Meet-the-Expert,"08. Healthcare-associated infections, infection prevention & control",NULL,NULL,NULL,NULL
1723,ME014,NULL,"Timing of antimicrobials in sepsis and septic shock - the sooner the better?","Hall 3 |","13:30 - 14:30CETMeet-the-Expert",,CET,Meet-the-Expert,"02. Bacterial infection & disease",NULL,NULL,NULL,NULL
1726,ME015,NULL,"PrEP in Europe: Current gaps and solutions","Hall 5 |","13:30 - 14:30CETMeet-the-Expert",,CET,Meet-the-Expert,"01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
1729,ME016,NULL,"Short regimens for treating drug-susceptible and drug-resistant tuberculosis: Insights from guidelines","Hall 6 |","13:30 - 14:30CETMeet-the-Expert",,CET,Meet-the-Expert,"02. Bacterial infection & disease",NULL,NULL,NULL,NULL
1732,ME017,NULL,"How to navigate Risk Communication in Public Health","Hall 8 |","13:30 - 14:30CETMeet-the-Expert",,CET,Meet-the-Expert,"11. Public health & vaccines",NULL,NULL,NULL,NULL
1735,ME018,NULL,"Do we need antiviral stewardship in immunocompromised hosts? role of cell-mediated immunity","Hall 9 |","13:30 - 14:30CETMeet-the-Expert",,CET,Meet-the-Expert,"10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
1738,ME019,NULL,"Healthcare-associated CNS infections","Hall 2 |","14:45 - 15:45CETMeet-the-Expert",,CET,Meet-the-Expert,"02. Bacterial infection & disease",NULL,NULL,NULL,NULL
1741,ME020,NULL,"Translation of gut microbiome data to clinical practice: a guide for clinicians","Hall 3 |","14:45 - 15:45CETMeet-the-Expert",,CET,Meet-the-Expert,"04. Diagnostic microbiology",NULL,NULL,NULL,NULL
1744,ME021,NULL,"How to make sense out of guidelines and scientific evidence","Hall 5 |","14:45 - 15:45CETMeet-the-Expert",,CET,Meet-the-Expert,"12. Professional and educational affairs",NULL,NULL,NULL,NULL
1747,ME022,NULL,"Multidisciplinary management of bone and joint infections: is there a recipe for success?","Hall 6 |","14:45 - 15:45CETMeet-the-Expert",,CET,Meet-the-Expert,"05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
1750,ME023,NULL,"How to manage and prevent travellers' diarrhoea","Hall 8 |","14:45 - 15:45CETMeet-the-Expert",,CET,Meet-the-Expert,"07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
1753,ME024,NULL,"How to diagnose and treat infectious complications in critically ill patients receiving ECMO support","Hall 9 |","14:45 - 15:45CETMeet-the-Expert",,CET,Meet-the-Expert,"08. Healthcare-associated infections, infection prevention & control",NULL,NULL,NULL,NULL
1756,ME048,NULL,"Cut a long story short: choosing NGS platforms","Hall 12 |","11:00 - 12:00CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"04. Diagnostic microbiology",NULL,NULL,NULL,NULL
1759,ME049,NULL,"How to perform clinical trials in mycoses?","Hall 14 |","11:00 - 12:00CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"06. Fungal infection & disease",NULL,NULL,NULL,NULL
1762,ME054,NULL,"How antimicrobial tolerance impacts polymicrobial biofilm-associated infections","Hall 3 |","13:30 - 14:30CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
1765,ME055,NULL,"Long acting injectables to treat and prevent infections: an example from HIV field","Hall 14 |","13:30 - 14:30CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"01. Viral infection & disease (incl COVID-19)",NULL,NULL,NULL,NULL
1768,ME061,NULL,"How to use large language models and machine learning for improving One Health","Hall 3 |","14:45 - 15:45CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"11. Public health & vaccines",NULL,NULL,NULL,NULL
1771,ME062,NULL,"Untangling the web: antimicrobial dose adjustments in renal impairment","Hall 16 |","14:45 - 15:45CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
1774,ME088,NULL,"Global AMR Policy after UNGA: what do we do now!","Hall 2 |","11:00 - 12:00CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
1777,ME089,NULL,"How to teach Medical Mycology","Hall 15 |","11:00 - 12:00CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"06. Fungal infection & disease",NULL,NULL,NULL,NULL
1780,ME095,NULL,"Local antimicrobials for deep infections","Hall 16 |","13:30 - 14:30CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
1783,ME101,NULL,"How to master conflict management and negotiation in healthcare","Hall 14 |","14:45 - 15:45CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"12. Professional and educational affairs",NULL,NULL,NULL,NULL
1786,ME108,NULL,"Navigating travel medicine: expert tips for safe international travel","Hall 12 |","16:15 - 17:15CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"07. Parasitic diseases, travel medicine & migrant health",NULL,NULL,NULL,NULL
1789,ME127,NULL,"EUCAST: What's new in susceptibility testing","Hall 9 |","11:00 - 12:00CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
1792,ME128,NULL,"How to apply organoid models to study infectious disease","Hall 14 |","11:00 - 12:00CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"09. Fundamental microbiology, pathogenesis & immunity to infection",NULL,NULL,NULL,NULL
1795,ME134,NULL,"The older solid organ transplant recipient: between frailty, immunosenescence and infection","Hall 16 |","13:30 - 14:30CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"10. Immune compromise & transplant ID",NULL,NULL,NULL,NULL
1798,ME140,NULL,"Bioinformatic tools from start to finish","Hall 11 |","14:45 - 15:45CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"04. Diagnostic microbiology",NULL,NULL,NULL,NULL
1801,ME141,NULL,"AI use in antimicrobial stewardship","Hall 13 |","14:45 - 15:45CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"05. New antibacterial agents, PK/PD & Stewardship",NULL,NULL,NULL,NULL
1804,ME145,NULL,"Fungal meningitis: recognition and current status of management","Hall 15 |","16:15 - 17:15CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"06. Fungal infection & disease",NULL,NULL,NULL,NULL
1807,ME149,NULL,"How to perform molecular surveillance of multidrug resistant bacteria","Hall 2 |","17:30 - 18:30CETCMEMeet-the-Expert",,CET,Meet-the-Expert,"03. Bacterial susceptibility & resistance",NULL,NULL,NULL,NULL
1884,OS001,NULL,"One Health means resistance everywhere","Hall 5 |","08:30 - 10:30CETCME2-hour Oral Session",,CET,"2-hour Oral Session","03. Bacterial susceptibility & resistance","Alessandra CARATTOLI",Italy,NULL,NULL
1896,OS002,NULL,"Translating metagenomics into clinical practice","Hall 11 |","08:30 - 10:30CETCME2-hour Oral Session",,CET,"2-hour Oral Session","04. Diagnostic microbiology","Benjamin Peter HOWDEN",Australia,NULL,NULL
1908,OS007,NULL,"New developements in prophylaxis and treatment of COVID-19","Hall 6 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","01. Viral infection & disease (incl COVID-19)","Snjezana ZIDOVEC LEPEJ",Croatia,NULL,NULL
1915,OS008,NULL,"Advancing Malaria Research: From Molecular Insights to Clinical Challenges","Hall 7 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","07. Parasitic diseases, travel medicine & migrant health","Kamruddin AHMED",Malaysia,NULL,NULL
1921,OS009,NULL,"Osteoarticular uninvited guests","Hall 8 |","11:00 - 12:00CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Tiziana ASCIONE",Italy,NULL,NULL
1928,OS010,NULL,"Antimicrobial drugs in action","Hall 10 |","11:00 - 12:00CETCME1-hour Case Session",,CET,"1-hour Case Session","13. Case reports and case series (n less than 10)","Katy JEANNOT",France,NULL,NULL
1935,OS011,NULL,"Around the lab in 80 ways: a journey through innovative therapeutics","Hall 13 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","05. New antibacterial agents, PK/PD & Stewardship","Zuzanna DRULIS-KAWA",Poland,NULL,NULL
1942,OS012,NULL,"Climate Impact and One Health Approaches Against Infectious Diseases","Hall 15 |","11:00 - 12:00CETCME1-hour Oral Session",,CET,"1-hour Oral Session","11. Public health & vaccines","Chadia WANNOUS",France,NULL,NULL
