url,tracknames,session_type,title,date,time,location,additional_info,presentation_time,presentation_title,presentation_speaker,presentation_affiliation
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=311,Adult ID; Pediatric ID; HIV-STD-TB; Investigative ID,Oral Abstract,77 - Beyond the Virus: HIV Therapy and Co-Morbidities Research,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 404 AB,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=312,Adult ID; Transplant,Oral Abstract,"78 - Infections in Transplant and Hematologic Malignancy Patients, Part 1","Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 408 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=313,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Transplant,Oral Abstract,79 - Late Breaker Abstract Session: Respiratory Viruses Across All Ages,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 403 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=314,Adult ID; Pediatric ID; Investigative ID; Global ID; Epi & Infection Control,Oral Abstract,80 - Topics in Pediatric Antimicrobial Stewardship,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 403 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=315,Investigative ID; Epi & Infection Control,Oral Abstract,81 - Trials and Interventions to Improve Antimicrobial Stewardship,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: 411,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=316,Adult ID; Global ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant,Interactive Session,82 - Challenging Cases in Infectious Diseases,"Thursday, October 17, 2024",1:45 PM – 3:00 PM US PT,Location: Ballroom (West Hall B),All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=317,IDBugCrawl; Trainee,Event,"IDBugCrawl: VIP Talk with Sara Dong, MD","Thursday, October 17, 2024",2:00 PM – 2:30 PM US PT,Location: NextGen ID Lounge (Hall K Foyer),All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=318,IDBugCrawl; Trainee,Event,Mix N' Mingle,"Thursday, October 17, 2024",2:30 PM – 3:00 PM US PT,Location: NextGen ID Lounge (Hall K Foyer),All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=319,HIV-STD-TB,Symposium,83 - Challenges in Preventing TB Disease Through LTBI Treatment,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 502 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=320,Adult ID; Epi & Infection Control; Global ID; Pediatric ID; Trainee,Symposium,84 - Commonalities and Differences in Antimicrobial Treatment of Resistant Pathogens,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: Concourse 152,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=321,Adult ID; Epi & Infection Control; HIV-STD-TB; Pediatric ID; Trainee,Symposium,85 - Forging Provider-Public Health Partnerships to Effect Control of Challenging Infections,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 408 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=322,Adult ID; Epi & Infection Control; Pediatric ID; Trainee; COVID-19,Symposium,"86 - Letâ??s Get Real: Using Virtual and Extended Reality for Infection Prevention, Control Training and Education of Front Line Staff","Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: Concourse 151,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=323,Adult ID; Pediatric ID,Symposium,87 - Summer Fever: Heating Up Diversity in Infectious Diseases at the Undergraduate Level,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: Petree C,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=324,Adult ID; Global ID; Investigative ID; Pediatric ID; Trainee; Transplant; COVID-19,Symposium,88 - Thinking Outside the Box: Immunotherapy for Immunocompromised Host,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 502 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=325,Adult ID; Pediatric ID; Epi & Infection Control,Oral Abstract,89 - Advances in Health Care-Associated C. difficile,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 403 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=326,Adult ID; Investigative ID,Oral Abstract,90 - Analyzing Antibiotics: B-Lactam Therapeutic Drug Monitoring,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 403 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=327,Adult ID,Oral Abstract,91 - Intimate Insights: Sexually Transmitted Infection Studies,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 411,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=328,Adult ID; Pediatric ID; Transplant,Oral Abstract,92 - Vaccine in Young and Old,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 404 AB,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=329,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,Named Lecture,93 - Caroline B. Hall Lecture,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: Ballroom (West Hall B),All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=330,Adult ID; Investigative ID; Pediatric ID; Trainee; Transplant,Interactive Session,94 - A Day With the Stewardship Pager,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 515 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=331,Adult ID; Epi & Infection Control; Pediatric ID,Interactive Session,95 - Advances and Controversies in Orthopedic Infections: A Multidisciplinary Discussion,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: Petree D,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=332,Adult ID; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee,Debate-Style Session,96 - Status Neutral Squabbles: Weight Gain on ART: Add a Weight-Loss Agent vs. Switch ART? And Should We Invest in nPEP as a Tool to EHE?,"Thursday, October 17, 2024",3:15 PM – 4:30 PM US PT,Location: 515 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=333,BugHub Stage,BugHub Stage,Insights from SHEA Grassroots Advocates,"Thursday, October 17, 2024",4:30 PM – 4:55 PM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=334,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,Named Lecture,97 - Joseph E. Smadel Lecture,"Thursday, October 17, 2024",4:45 PM – 6:00 PM US PT,Location: Ballroom (West Hall B),All relevant financial relationships have been mitigated. CME Credits: Maximum of 1.25 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1.25 hours of MOC CreditCNE Credits: Maximum of 1.25 hours of ANCC CreditACPE Credits: ACPE 1.25 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=335,Event,Event,Career Fair,"Thursday, October 17, 2024",6:00 PM – 8:00 PM US PT,Location: BugHub,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=336,Event,Event,IH COP Reception,"Thursday, October 17, 2024",6:00 PM – 8:00 PM US PT,Location: 304 ABC,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=337,Event,Event,SHEA Business Meeting Reception,"Thursday, October 17, 2024",6:30 PM – 7:30 PM US PT,Location: Intercontinental - Hollywood Ballroom I-II,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=338,Event,Event,Dr. George W Counts Interest Group Dinner,"Thursday, October 17, 2024",6:30 PM – 9:30 PM US PT,Location: The Palm Restaurant,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=339,Event,Event,IDSA Business Meeting: Renewed Priorities for a New Era at IDSA,"Thursday, October 17, 2024",7:00 AM – 8:00 AM US PT,Location: 304 ABC,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=340,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,Symposium,9 - New ID Diagnostics in the Pipeline,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: Petree C,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=341,Epi & Infection Control; Global ID; Investigative ID; Pediatric ID; Trainee; Transplant,Meet-the-Professor,10 - AAP Redbook: Highlights for 2024-2027,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 403 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=342,Adult ID; Epi & Infection Control; Pediatric ID; Trainee,Meet-the-Professor,11 - All Connected: Global Health Care Delivery and Product Development Impact on Domestic Infectious Diseases,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 502 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=343,Adult ID; Trainee,Meet-the-Professor,"12 - Bills, Bill, Bills (and ID): Whatâ??s New and Exciting in Billing and Coding","Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 404 AB,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=344,Adult ID; Global ID; Investigative ID; Pediatric ID; Trainee,Meet-the-Professor,13 - Bronchiectasis and NTMs,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 515 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=345,Adult ID; Trainee,Meet-the-Professor,14 - Double Trouble? Evaluating Beta-Lactams as Adjunctive Therapy for Difficult Gram-Positive Infections,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 408 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=346,Adult ID; Epi & Infection Control; Global ID; HIV-STD-TB; Pediatric ID; Trainee,Meet-the-Professor,15 - Peace of Mind: Optimizing Mental Health in the HIV Clinic,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 502 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=347,Adult ID; Epi & Infection Control; Global ID; HIV-STD-TB; Pediatric ID; Trainee,Meet-the-Professor,16 - Progress and Challenges in the Management of CNS Infections,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 403 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=348,Adult ID; Global ID; Investigative ID; HIV-STD-TB; Trainee,Meet-the-Professor,17 - Should HCV Be Treated in Pregnant Persons?,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 408 A,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=349,Adult ID; Epi & Infection Control; Pediatric ID; Trainee,Meet-the-Professor,18 - Stewardship Metrics That Work: How Prescribing Practices Impact Patient Outcomes,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 515 B,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 1 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=350,Adult ID; Pediatric ID; Trainee,Meet-the-Professor,19 - Whatâ??s New in Medical Education?,"Thursday, October 17, 2024",8:00 AM – 9:00 AM US PT,Location: 411,All relevant financial relationships have been mitigated. CME Credits: Maximum of 1 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 1 hours of MOC CreditCNE Credits: Maximum of 0 hours of ANCC CreditACPE Credits: ACPE 1 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=351,BugHub Stage,BugHub Stage,Antibiotic Stewardship Staffing Practices: Experience from 3 Hospitals,"Thursday, October 17, 2024",8:30 AM – 8:55 AM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=352,IDBugCrawl; Trainee,Event,Resume Review,"Thursday, October 17, 2024",9:00 AM – 2:00 PM US PT,Location: NextGen ID Lounge (Hall K Foyer),All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=353,BugHub Stage,BugHub Stage,Bug of the Day,"Thursday, October 17, 2024",9:00 AM – 9:55 AM US PT,Location: BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=354,IDBugCrawl; Trainee,Event,Professional Headshots,"Thursday, October 17, 2024",9:00 AM – 12:00 PM US PT,Location: NextGen ID Lounge (Hall K Foyer),All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=355,Adult ID; Epi & Infection Control; Global ID; Investigative ID; HIV-STD-TB; Pediatric ID; Trainee; Transplant; COVID-19,Named Lecture,20 - Maxwell Finland Lecture,"Thursday, October 17, 2024",9:15 AM – 10:00 AM US PT,Location: Ballroom (West Hall B),All relevant financial relationships have been mitigated. CME Credits: Maximum of 0.75 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0.75 hours of MOC CreditCNE Credits: Maximum of 0.75 hours of ANCC CreditACPE Credits: ACPE 0.75 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=356,Global BugHub Stage,Global BugHub Stage,EMPODÃ?RATE: Embracing Trauma-Informed Care in STI Management among Hispanic/Latinx Communities - Un DiÃ¡logo en Spanglish,"Thursday, October 17, 2024",10:00 AM – 10:25 AM US PT,Location: Global BugHub Stage,All relevant financial relationships have been mitigated. CME Credits: Maximum of 0 hours of AMA PRA Category 1 Creditâ?¢MOC Credits: Maximum of 0 hours of MOC CreditCNE Credits: Maximum of  hours of ANCC CreditACPE Credits: ACPE 0 knowledge-based contact hours of pharmacy CEACPE Number: JA0007082-9999-24-002-L01-P,,,,
