session_id,session_type,session_title,session_date,session_location,presentation_id,presentation_time,presentation_title,speaker_name,speaker_affiliation
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607385,3:35 PM - 4:10 PM,Infection Control/Prevention,"Shruti K. Gohil, MD, MPH",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607379,4:10 PM - 4:45 PM,Viral Diseases (Non-HIV / Non-Transplant),"Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his)",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607378,4:45 PM - 5:20 PM,Vectorborne Infections,"Christopher Ohl, MD",
29,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607377,5:20 PM - 5:30 PM,Closing Remarks and Questions,"Andrea J. Zimmer, MD, FACP, FIDSA",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607394,8:00 AM - 8:10 AM,Introductory Remarks,"Andrea J. Zimmer, MD, FACP, FIDSA",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607390,8:10 AM - 8:45 AM,Sexually Transmitted Infections,"Archana Reddy, MD (she/her/hers)",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607384,9:20 AM - 9:55 AM,ID Mimics: Non-Infectious Causes of Elevated Temperature,"Barbara S. Taylor, MD, MS (she/her/hers)",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607388,1:00 PM - 1:35 PM,Fungal Infections,"Thomas F. Patterson, MD, MACP, FIDSA (he/him/his)",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607385,3:35 PM - 4:10 PM,Infection Control/Prevention,"Shruti K. Gohil, MD, MPH",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607379,4:10 PM - 4:45 PM,Viral Diseases (Non-HIV / Non-Transplant),"Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his)",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607378,4:45 PM - 5:20 PM,Vectorborne Infections,"Christopher Ohl, MD",
30,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607377,5:20 PM - 5:30 PM,Closing Remarks and Questions,"Andrea J. Zimmer, MD, FACP, FIDSA",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607394,8:00 AM - 8:10 AM,Introductory Remarks,"Andrea J. Zimmer, MD, FACP, FIDSA",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607389,8:45 AM - 9:20 AM,Mycobacteria Including TB,"Lisa Armitige, MD, PhD",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607384,9:20 AM - 9:55 AM,ID Mimics: Non-Infectious Causes of Elevated Temperature,"Barbara S. Taylor, MD, MS (she/her/hers)",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607388,1:00 PM - 1:35 PM,Fungal Infections,"Thomas F. Patterson, MD, MACP, FIDSA (he/him/his)",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607385,3:35 PM - 4:10 PM,Infection Control/Prevention,"Shruti K. Gohil, MD, MPH",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607379,4:10 PM - 4:45 PM,Viral Diseases (Non-HIV / Non-Transplant),"Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his)",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607378,4:45 PM - 5:20 PM,Vectorborne Infections,"Christopher Ohl, MD",
31,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607377,5:20 PM - 5:30 PM,Closing Remarks and Questions,"Andrea J. Zimmer, MD, FACP, FIDSA",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607394,8:00 AM - 8:10 AM,Introductory Remarks,"Andrea J. Zimmer, MD, FACP, FIDSA",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607390,8:10 AM - 8:45 AM,Sexually Transmitted Infections,"Archana Reddy, MD (she/her/hers)",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607389,8:45 AM - 9:20 AM,Mycobacteria Including TB,"Lisa Armitige, MD, PhD",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607384,9:20 AM - 9:55 AM,ID Mimics: Non-Infectious Causes of Elevated Temperature,"Barbara S. Taylor, MD, MS (she/her/hers)",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607388,1:00 PM - 1:35 PM,Fungal Infections,"Thomas F. Patterson, MD, MACP, FIDSA (he/him/his)",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607385,3:35 PM - 4:10 PM,Infection Control/Prevention,"Shruti K. Gohil, MD, MPH",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607379,4:10 PM - 4:45 PM,Viral Diseases (Non-HIV / Non-Transplant),"Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his)",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607378,4:45 PM - 5:20 PM,Vectorborne Infections,"Christopher Ohl, MD",
32,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607377,5:20 PM - 5:30 PM,Closing Remarks and Questions,"Andrea J. Zimmer, MD, FACP, FIDSA",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607390,8:10 AM - 8:45 AM,Sexually Transmitted Infections,"Archana Reddy, MD (she/her/hers)",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607389,8:45 AM - 9:20 AM,Mycobacteria Including TB,"Lisa Armitige, MD, PhD",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607384,9:20 AM - 9:55 AM,ID Mimics: Non-Infectious Causes of Elevated Temperature,"Barbara S. Taylor, MD, MS (she/her/hers)",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607387,10:10 AM - 10:45 AM,ID Therapeutics: A Broad Overview,"Mukesh Patel, MD",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607386,10:45 AM - 11:20 AM,Bacterial Syndrome Pearls,"Saira Butt, MD",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607380,11:20 AM - 11:45 AM,Parasitic Diseases,"Philip Budge, MD, PhD (he/him/his)",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607388,1:00 PM - 1:35 PM,Fungal Infections,"Thomas F. Patterson, MD, MACP, FIDSA (he/him/his)",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607383,1:35 PM - 2:10 PM,Nervous System Infections and Mimics,"Karen C. Bloch, MD, MPH",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607382,2:10 PM - 2:45 PM,Transplant Infections,"Jessica Lum, MD",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607381,3:00 PM - 3:35 PM,HIV,"Roy Gulick, MD, MPH (he/him/his)",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607385,3:35 PM - 4:10 PM,Infection Control/Prevention,"Shruti K. Gohil, MD, MPH",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607379,4:10 PM - 4:45 PM,Viral Diseases (Non-HIV / Non-Transplant),"Cody A. Chastain, MD MEHP FACP FIDSA (he/him/his)",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607378,4:45 PM - 5:20 PM,Vectorborne Infections,"Christopher Ohl, MD",
33,Premeeting Workshop,PW01 - Vincent T. Andriole ID Board Review Course ($),"Saturday, October 18, 2025",B308-B309,1607377,5:20 PM - 5:30 PM,Closing Remarks and Questions,"Andrea J. Zimmer, MD, FACP, FIDSA",
34,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607422,8:00 AM - 8:15 AM,Clinical Impact Of A Plasma Cell-Free DNA mNGS Test: The UCLA Experience,"Shangxin Yang, PhD, D(ABMM) (he/him/his)",
34,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607401,8:15 AM - 8:30 AM,Real-World Clinical Impact of a Plasma Cell-Free DNA Test: The UCLA Experience,"Ishminder Kaur, MD (she/her/hers)",
34,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607639,8:45 AM - 9:00 AM,Stewarding a Plasma Cell-Free DNA Test Among Pediatric Patients 2,"Kathryn P. Goggin, MD MSc",
35,Meet-The-Professor,12 - Diversifying Revenue Streams for ID Providers,"Monday, October 20, 2025",B203,1607421,8:00 AM - 8:20 AM,Telemedicine,"Javeed Siddiqui, MD, MPH (he/him/his)",
35,Meet-The-Professor,12 - Diversifying Revenue Streams for ID Providers,"Monday, October 20, 2025",B203,1607640,8:40 AM - 9:00 AM,Wound Care,Ed McManus,
36,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607422,8:00 AM - 8:15 AM,Clinical Impact Of A Plasma Cell-Free DNA mNGS Test: The UCLA Experience,"Shangxin Yang, PhD, D(ABMM) (he/him/his)",
36,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607399,8:30 AM - 8:45 AM,Stewarding a Plasma Cell-Free DNA Test Among Pediatric Patients 1,"Mark D. Gonzalez, PhD",
36,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607639,8:45 AM - 9:00 AM,Stewarding a Plasma Cell-Free DNA Test Among Pediatric Patients 2,"Kathryn P. Goggin, MD MSc",
37,Meet-The-Professor,12 - Diversifying Revenue Streams for ID Providers,"Monday, October 20, 2025",B203,1607421,8:00 AM - 8:20 AM,Telemedicine,"Javeed Siddiqui, MD, MPH (he/him/his)",
37,Meet-The-Professor,12 - Diversifying Revenue Streams for ID Providers,"Monday, October 20, 2025",B203,1607400,8:20 AM - 8:40 AM,Clinical Trials,"Julie Castex, MSN, APRN, ACNS-BC",
37,Meet-The-Professor,12 - Diversifying Revenue Streams for ID Providers,"Monday, October 20, 2025",B203,1607640,8:40 AM - 9:00 AM,Wound Care,Ed McManus,
38,Meet-The-Professor,13 - How to Treat Difficult Mold Infections,"Monday, October 20, 2025",B206,1607420,8:00 AM - 8:30 AM,Mucorales: Is There Evidence for Dual Antifungal Therapy or High-Dose Liposomal Amphotericin?,Dimitrios Farmakiotis,
38,Meet-The-Professor,13 - How to Treat Difficult Mold Infections,"Monday, October 20, 2025",B206,1607645,8:30 AM - 9:00 AM,Aspergillosis: What Is the Best Agent for Treatment in 2025?,"Paschalis Vergidis, MD, MSc",
39,Symposium,15 - New Antimicrobials in the Pipeline,"Monday, October 20, 2025",B302-B304,1680303,8:00 AM - 8:12 AM,Nacubactam (OP0595): a Novel Triple-Action Diazabicyclooctane in Combination with Cefepime or Aztreonam,"Hayato Okade, Ph.D",
39,Symposium,15 - New Antimicrobials in the Pipeline,"Monday, October 20, 2025",B302-B304,1680305,8:12 AM - 8:24 AM,Clinical Validation and Mechanistic Understanding of Novel DNA pol IIIC Inhibitors to treat Gram-positive Bacterial Infections: Ibezapolstat advancing into global Phase 3 Clinical Trials for C. difficile Infection,Robert J. DeLuccia,
39,Symposium,15 - New Antimicrobials in the Pipeline,"Monday, October 20, 2025",B302-B304,1680304,8:24 AM - 8:36 AM,"MRX-5 MicuRx Pharmaceuticals, Inc.","Regis A. Vilchez, MD,PhD",
39,Symposium,15 - New Antimicrobials in the Pipeline,"Monday, October 20, 2025",B302-B304,1680306,8:36 AM - 8:48 AM,"Developing bispecific monoclonal antibody (mAb) therapies, gremubamab and AZD0292, targeted against Pseudomonas aeruginosa sponsored by AstraZeneca","Tope Oyedele, MD (he/him/his)",
39,Symposium,15 - New Antimicrobials in the Pipeline,"Monday, October 20, 2025",B302-B304,1680307,8:48 AM - 9:00 AM,"Pritelivir, a nonnucleoside helicase-primase inhibitor, for the treatment of herpes simplex virus (HSV) infections in Phase 3 clinical development.","Alexander Birkmann, PhD (he/him/his)",
40,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607422,8:00 AM - 8:15 AM,Clinical Impact Of A Plasma Cell-Free DNA mNGS Test: The UCLA Experience,"Shangxin Yang, PhD, D(ABMM) (he/him/his)",
40,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607401,8:15 AM - 8:30 AM,Real-World Clinical Impact of a Plasma Cell-Free DNA Test: The UCLA Experience,"Ishminder Kaur, MD (she/her/hers)",
40,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607399,8:30 AM - 8:45 AM,Stewarding a Plasma Cell-Free DNA Test Among Pediatric Patients 1,"Mark D. Gonzalez, PhD",
40,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607639,8:45 AM - 9:00 AM,Stewarding a Plasma Cell-Free DNA Test Among Pediatric Patients 2,"Kathryn P. Goggin, MD MSc",
41,Meet-The-Professor,17 - These Blind Mice: When Bench Doesn't Meet Bedside,"Monday, October 20, 2025",B213-B214,1607419,8:00 AM - 8:30 AM,Optimizing Dosing Strategies: Insights From Systems Pharmacology and Experimental Models,"Gauri G. Rao, PharmD, MS",
41,Meet-The-Professor,17 - These Blind Mice: When Bench Doesn't Meet Bedside,"Monday, October 20, 2025",B213-B214,1607647,8:30 AM - 9:00 AM,Unmeasured Variables: Microbiome-Mediated Effects of Treatment Outcomes,"Ying Taur, MD",
42,Meet-The-Professor,18 - Top 10 Papers in Antimicrobial Resistance,"Monday, October 20, 2025",Thomas B. Murphy Ballroom 4,1607418,8:00 AM - 8:30 AM,Top AMR Papers: Basic Science,"Cecilia Tran, PharmD",
42,Meet-The-Professor,18 - Top 10 Papers in Antimicrobial Resistance,"Monday, October 20, 2025",Thomas B. Murphy Ballroom 4,1607646,8:30 AM - 9:00 AM,Top AMR Papers: Clinical Science,"Madison Stellfox, MD, PhD (she/her/hers)",
43,Meet-The-Professor,9 - Can Sustainability Work Sustain ID?,"Monday, October 20, 2025",B314,1607417,8:00 AM - 8:30 AM,Guardians of the Green Galaxy: Integrating Environmental Sustainability Into Infectious Diseases 1,"Shreya Doshi, MD, MPH (she/her/hers)",
43,Meet-The-Professor,9 - Can Sustainability Work Sustain ID?,"Monday, October 20, 2025",B314,1607644,8:30 AM - 9:00 AM,Guardians of the Green Galaxy: Integrating Environmental Sustainability Into a Career in Infectious Diseases 2,"Preeti Jaggi, MD",
44,Meet-The-Professor,10 - Challenging Management of Tuberculosis,"Monday, October 20, 2025",Thomas B. Murphy Ballroom 1,1607416,8:00 AM - 8:30 AM,Drug-Susceptible TB,"Russell R. Kempker, MD, MSc",
44,Meet-The-Professor,10 - Challenging Management of Tuberculosis,"Monday, October 20, 2025",Thomas B. Murphy Ballroom 1,1607643,8:30 AM - 9:00 AM,Drug-Resistant TB,"Janie Louie, Doctor of Medicine, Master of Public Health  (she/her/hers)",
45,Meet-The-Professor,11 - Culture Change: How to Get Clinicians and Institutions on Board With Appropriate Prescribing,"Monday, October 20, 2025",B207-B208,1607415,8:00 AM - 8:30 AM,The Social Determinants of Antibiotic Prescribing,"Julia E. Szymczak, PhD",
45,Meet-The-Professor,11 - Culture Change: How to Get Clinicians and Institutions on Board With Appropriate Prescribing,"Monday, October 20, 2025",B207-B208,1607642,8:30 AM - 9:00 AM,Getting to Yes! Utilizing Advocacy-Inquiry Techniques to Improve Communication and Spur Behavior Change,"Alyssa Y. Castillo, MD (she/her/hers)",
46,Meet-The-Professor,19 - What Is New on Viral Hepatitis From A to E?,"Monday, October 20, 2025",B211-B212,1607414,8:00 AM - 8:30 AM,"Viral Hepatitis Diagnostic Landscape: Implementing What We Have, Identifying What We Need","Carolyn Wester, MD, MPH",
46,Meet-The-Professor,19 - What Is New on Viral Hepatitis From A to E?,"Monday, October 20, 2025",B211-B212,1607641,8:30 AM - 9:00 AM,"Hepatitis E: Hard to Diagnose, Hard to Treat","Kenneth E. Sherman, MD, PhD (he/him/his)",
47,Meet-The-Professor,19 - What Is New on Viral Hepatitis From A to E?,"Monday, October 20, 2025",B211-B212,1607641,8:30 AM - 9:00 AM,"Hepatitis E: Hard to Diagnose, Hard to Treat","Kenneth E. Sherman, MD, PhD (he/him/his)",
48,Meet-The-Professor,11 - Culture Change: How to Get Clinicians and Institutions on Board With Appropriate Prescribing,"Monday, October 20, 2025",B207-B208,1607642,8:30 AM - 9:00 AM,Getting to Yes! Utilizing Advocacy-Inquiry Techniques to Improve Communication and Spur Behavior Change,"Alyssa Y. Castillo, MD (she/her/hers)",
49,Meet-The-Professor,10 - Challenging Management of Tuberculosis,"Monday, October 20, 2025",Thomas B. Murphy Ballroom 1,1607643,8:30 AM - 9:00 AM,Drug-Resistant TB,"Janie Louie, Doctor of Medicine, Master of Public Health  (she/her/hers)",
50,Meet-The-Professor,9 - Can Sustainability Work Sustain ID?,"Monday, October 20, 2025",B314,1607644,8:30 AM - 9:00 AM,Guardians of the Green Galaxy: Integrating Environmental Sustainability Into a Career in Infectious Diseases 2,"Preeti Jaggi, MD",
51,Meet-The-Professor,18 - Top 10 Papers in Antimicrobial Resistance,"Monday, October 20, 2025",Thomas B. Murphy Ballroom 4,1607646,8:30 AM - 9:00 AM,Top AMR Papers: Clinical Science,"Madison Stellfox, MD, PhD (she/her/hers)",
52,Meet-The-Professor,17 - These Blind Mice: When Bench Doesn't Meet Bedside,"Monday, October 20, 2025",B213-B214,1607647,8:30 AM - 9:00 AM,Unmeasured Variables: Microbiome-Mediated Effects of Treatment Outcomes,"Ying Taur, MD",
53,Meet-The-Professor,13 - How to Treat Difficult Mold Infections,"Monday, October 20, 2025",B206,1607645,8:30 AM - 9:00 AM,Aspergillosis: What Is the Best Agent for Treatment in 2025?,"Paschalis Vergidis, MD, MSc",
54,Meet-The-Professor,12 - Diversifying Revenue Streams for ID Providers,"Monday, October 20, 2025",B203,1607400,8:20 AM - 8:40 AM,Clinical Trials,"Julie Castex, MSN, APRN, ACNS-BC",
54,Meet-The-Professor,12 - Diversifying Revenue Streams for ID Providers,"Monday, October 20, 2025",B203,1607640,8:40 AM - 9:00 AM,Wound Care,Ed McManus,
55,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607401,8:15 AM - 8:30 AM,Real-World Clinical Impact of a Plasma Cell-Free DNA Test: The UCLA Experience,"Ishminder Kaur, MD (she/her/hers)",
55,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607399,8:30 AM - 8:45 AM,Stewarding a Plasma Cell-Free DNA Test Among Pediatric Patients 1,"Mark D. Gonzalez, PhD",
55,Meet-The-Professor,14 - Maximizing Impact: Micro-ID Partnerships in Diagnostic Stewardship NGS Tests,"Monday, October 20, 2025",B401-B402,1607639,8:45 AM - 9:00 AM,Stewarding a Plasma Cell-Free DNA Test Among Pediatric Patients 2,"Kathryn P. Goggin, MD MSc",
57,Debate-Style Session,5 - Mano-a-Mano​,"Sunday, October 19, 2025",B405-B407,1607479,1:30 PM - 1:48 PM,Ceftriaxone Can Be Used for Invasive MSSA Infections - Pro,"Zach Willis, MD, MPH (he/him/his)",
57,Debate-Style Session,5 - Mano-a-Mano​,"Sunday, October 19, 2025",B405-B407,1607468,1:48 PM - 2:05 PM,Ceftriaxone Should Not Be Used for Invasive MSSA Infections - Con,"Rebecca Same, MD (she/her/hers)",
57,Debate-Style Session,5 - Mano-a-Mano​,"Sunday, October 19, 2025",B405-B407,1607465,2:05 PM - 2:20 PM,Nitazoxanide Should Be Used for Pediatric Immunocompromised Hosts With Severe or Prolonged Diarrhea and Positive Norovirus Test - Pro,"Andi L. Shane, MD, MPH, MSc (she/her/hers)",
