co_authors_22_title,co_authors_16_title,presenting_authors_1_name,co_authors_21_title,co_authors_29_title,co_authors_37_affiliation,date,co_authors_11_affiliation,co_authors_39_title,co_authors_9_name,co_authors_28_affiliation,co_authors_17_title,co_authors_17_affiliation,trackname,co_authors_18_affiliation,co_authors_5_name,poster_id,co_authors_38_affiliation,presenting_authors_1_affiliation,co_authors_37_title,co_authors_32_name,co_authors_33_affiliation,co_authors_32_title,other_authors,other_authors_1_title,co_authors_11_name,co_authors_29_name,co_authors_6_title,co_authors_6_affiliation,co_authors_7_name,other_authors_1_affiliation,co_authors_24_title,co_authors_20_title,co_authors_9_title,co_authors_13_affiliation,co_authors_16_affiliation,co_authors_15_affiliation,co_authors_27_name,co_authors_34_name,co_authors_24_name,co_authors_27_affiliation,co_authors_31_title,co_authors_23_affiliation,co_authors_25_name,co_authors_39_affiliation,co_authors_33_title,co_authors_2_affiliation,co_authors_12_name,co_authors_5_title,co_authors_3_name,co_authors_26_affiliation,co_authors_39_name,co_authors_15_name,co_authors_38_name,co_authors_23_title,co_authors_35_name,co_authors_20_affiliation,error,co_authors_7_title,co_authors_4_name,co_authors_27_title,co_authors_4_title,co_authors_17_name,co_authors_19_title,co_authors_6_name,co_authors_5_affiliation,co_authors_7_affiliation,co_authors_24_affiliation,co_authors_30_name,co_authors_31_affiliation,co_authors_14_title,co_authors_19_name,co_authors_1_name,other_authors_1_name,co_authors_13_title,co_authors_34_affiliation,co_authors_30_title,co_authors_21_affiliation,co_authors_1_affiliation,co_authors_3_title,co_authors_21_name,url,co_authors_36_name,co_authors_1_title,co_authors_26_title,co_authors_36_affiliation,co_authors_19_affiliation,co_authors_8_title,time,co_authors_22_affiliation,co_authors_37_name,co_authors_15_title,co_authors_10_affiliation,presenting_authors_1_title,co_authors_2_name,co_authors_10_name,co_authors_29_affiliation,co_authors_36_title,co_authors_10_title,co_authors_8_name,co_authors,co_authors_12_title,co_authors_23_name,presenting_authors,co_authors_30_affiliation,location,co_authors_25_title,co_authors_18_name,co_authors_8_affiliation,title,co_authors_34_title,co_authors_14_name,co_authors_9_affiliation,sessionname,co_authors_16_name,co_authors_2_title,co_authors_33_name,co_authors_26_name,co_authors_18_title,co_authors_38_title,co_authors_14_affiliation,co_authors_28_title,co_authors_28_name,co_authors_35_affiliation,co_authors_25_affiliation,co_authors_31_name,co_authors_4_affiliation,co_authors_12_affiliation,co_authors_11_title,co_authors_22_name,co_authors_3_affiliation,co_authors_20_name,co_authors_13_name,co_authors_32_affiliation,co_authors_35_title
,,"Guillermo D. Porras-Cortés, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,N8. Health Care-Associated Infections: C. difficile,,,695351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carlos Balitán-Amoreti, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=942,,"PhysicianHospital Dr. Fernando Vélez PaizMasaya, Masaya, Nicaragua",,,,,12:15 PM – 1:30 PM US PT,,,,,"PhysicianHospital Dr. Fernando Vélez PaizManagua, Managua, Nicaragua","Sunaya Marenco-Avilés, CDPH",,,,,,,,,,,Location: Halls JK,,,,(P-217) Risk Factors Associated with Clostridioides difficile Infection and Mortality in a Referral Hospital in Nicaragua.,,,,Poster Session:,,"BioanalystHospital Dr. Fernando Vélez PaizMasaya, Masaya, Nicaragua",,,,,,,,,,,,,,,,,,,
,,"Olivia Z. Mobarakai, DO",,,,"Thursday, October 17, 2024",,,,,,,N8. Health Care-Associated Infections: C. difficile,,,695159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adrienne Terico, PharmD, BCPS, BCIDP",,,,,,,,,,"Onyeka Nwankwo, MD",,"Pennsylvania HospitalPhiladelphia, Pennsylvania, United States",,,,,,,,,,,"Polly van den Berg, MD",,,,,,,"Clinical Pharmacist Specialist Infectious DiseasesPennsylvania HospitalPhiladelphia, Pennsylvania, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=943,,"University of PennsylvaniaPhiladelphia, Pennsylvania, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Resident PhysicianPennsylvania HospitalPhiladelphia, Pennsylvania, United States","Kara Reid, MPH",,,,,,,,,,,Location: Halls JK,,,,(P-218) Treatment of Healthcare Facility-Onset Clostridioides difficile Infection Among Patients with Toxin Negative Stool Molecular Assay Results,,,,Poster Session:,,"Pennsylvania HospitalPhiladelphia, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,
,,"Philip Jurasinski, DO MPH MSN",,,,"Thursday, October 17, 2024",,,,,,,N8. Health Care-Associated Infections: C. difficile,,"Nicholas Bennett, PharmD",695080,,,,,,,,,,,"Medical DirectorSaint Luke's Health SystemKansas City, Missouri, United States",,,,,,,,,,,,,,,,,,,,,"Manager, Antimicrobial and Diagnostic Advisement ProgramSaint Luke's Health SystemKansas City, Missouri, United States","Yazan Sallam, MD",,,,,,,,,,"Noor Hassan, MD",,"University of Missouri-Kansas CityKansas City, Missouri, United States",,,"Sarah E. Boyd, MD",,,,,,,,"Greeshma Erasani, MD",,,,,,,"University of Missouri-Kansas CityKansas City, Missouri, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=944,,"University of Missouri-Kansas CityKansas City, Missouri, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Resident PhysicianUniversity of Missouri-Kansas CityKansas City, Missouri, United States","Xiangni Wu, MD",,,,,,,,,,,Location: Halls JK,,,,(P-219) A Comparison of Clinical Outcomes for Polymerase Chain Reaction-positive (PCR) Enzyme Immunoassay-negative (EIA) Patients to PCR+/ EIA + Patients Diagnosed with Clostridioides difficile,,,,Poster Session:,,"University of Missouri-Kansas CityKansas City, Missouri, United States",,,,,,,,,,,,,,,,,,,
,,"Richard L. Hengel, MD",,,,"Thursday, October 17, 2024",,,"Sanghyuk Seo, PharmD, MS",,,,N8. Health Care-Associated Infections: C. difficile,,"Lucinda J. Van Anglen, PharmD",695426,,,,,,,,,,,"Healix Infusion Therapy, LLCSugar Land, Texas, United States",,"Amy Guo, PhD",,,,"Ferring Pharmaceuticals, Inc.Parsippany, New Jersey, United States",,,,,,,,,,,,,,,"VP of Clinical Pharmacy & ResearchHealix Infusion Therapy, LLCSugar Land, Texas, United States","Jonathan A. Rosenberg, MD",,,,,,,,,"Senior Director, Health Outcome ResearchFerring Pharmaceuticalsparsippany, New Jersey, United States","Kathy A. Baker, Ph.D., APRN, ACNS-BC, FCNS, FAAN",,"ProfessorTexas Christian UniversityFort Worth, Texas, United States",,,"Kelly E. Hanna, PharmD",,,,,,,,"Sujatha Krishnan, MD",,,,,,,"Medical Director of Research GI Alliance of IllinoisHighland Park, Illinois, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=945,,"DFW Infectious Diseases, PLLCFrisco, Texas, United States",,,,"Regional Manager, Medical Science LiaisonsFerring Pharmaceuticals, Inc.Parsippany, New Jersey, United States",12:15 PM – 1:30 PM US PT,,,,,"PartnerAtlanta ID GroupAtlanta, Georgia, United States","Timothy E. Ritter, MD","Kevin W. Garey, PharmD, MS (he/him/his)",,,"Professor and ChairUniversity of HoustonHouston, TX, United States","Mielad Moosapanah, PharmD",,,,,,Location: Halls JK,,,,"(P-220) Real-World Effectiveness of Fecal Microbiota, live-jslm for the Prevention of Recurrent Clostridioides difficile Infection",,,,Poster Session:,,"Senior Medical Research DirectorGI AllianceSouthlake, Texas, United States",,,,,,,,,,,,,,,,,,,
,,"Ricky Huynh-Phan, PharmD",,,,"Thursday, October 17, 2024",,,"Kevin W. Garey, PharmD, MS (he/him/his)",,,,N8. Health Care-Associated Infections: C. difficile,,"Khurshida Begum, PhD",695539,,,,,,,,,,,"Assistant Research ProfessorDepartment of Pharmacy Practice and Translational Research, University of Houston College of Pharmacy, Houston, Texas, USAHouston, Texas, United States",,"Todd M. Lasco, PhD D(ABMM)",,,,"Professor and ChairUniversity of HoustonHouston, TX, United States",,,,,,,,,,,,,,,"Research scientistDepartment of Pharmacy Practice and Translational Research, University of Houston College of Pharmacy, Houston, Texas, USAHouston, Texas, United States","Anne J. Gonzales-Luna, PharmD, BCIDP (she/her/hers)",,,,,,,,,"Scientific Director, Clinical Microbiology, Immunology & Molecular PathologyBaylor St. Luke's Medical CenterHouston, Texas, United States","Jinhee Jo, PharmD, BCIDP (she/her/hers)",,"Assistant ProfessorUniversity of HoustonHouston, Texas, United States",,,"M Jahangir Alam, PhD",,,,,,,,"Taryn A. Eubank, PharmD, BCIDP",,,,,,,"Assistant ProfessorDepartment of Pharmacy Practice and Translational Research, University of Houston College of PharmacyHouston, TX, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=946,,"Research Assistant ProfessorUniversity of Houston College of PharmacyHouston, Texas, United States",,,,"Medical Director, Infection Prevention and Antimicrobial Stewardship; Associate ProfessorBaylor College of MedicineHouston, Texas, United States",12:15 PM – 1:30 PM US PT,,,,,"PharmacistUniversity of HoustonSpring, Texas, United States","Thanh Le, PharmD",,,,,"Mayar Al Mohajer, MD, MBA",,,,,,Location: Halls JK,,,,(P-221) Ribotype Ecology and 90-day Mortality Changes after a CDI Diagnostic Change from a PCR-based to a 2-step Diagnostic Algorithm,,,,Poster Session:,,"Department of Pharmacy Practice and Translational Research, University of Houston College of Pharmacy, Houston, Texas, USAHouston, Texas, United States",,,,,,,,,,,,,,,,,,,
,,"Sarah N. Redmond, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,N8. Health Care-Associated Infections: C. difficile,,"Piyali Chatterjee, MS, PhD (she/her/hers)",694941,,,,,,,,,,,"Chief, Infectious Diseases SectionCentral Texas Veterans Health Care SystemTemple, Texas, United States",,"Curtis Donskey, MD",,,,,,,,,,,,,,,,,,,"Supervisory Senior Research ScientistCentral Texas Veterans Health Care SystemTemple, TX, United States","Hosoon Choi, PhD",,,,,,,,,"ProfessorCleveland VA HospitalCleveland, Ohio, United States","Munok Hwang, MS",,"Research TechnicianCentral Texas Veterans Health Care SystemTemple, Texas, United States",,,"Chetan Jinadatha, MD, MPH (he/him/his)",,,,,,,,Jennifer Cadnum,,,,,,,"Senior Research ScientistCentral Texas Veterans Health Care SystemTemple, Texas, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=947,,"Health Sciences SpecialistNortheast Ohio VA Medical CenterCleveland, Ohio, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"ResidentUniversity Hospitals Cleveland Medical CenterCleveland, Ohio, United States","Annette Jencson, CIC",,,,,,,,,,,Location: Halls JK,,,,(P-222) Emergence and dissemination of Clostridioides difficile isolates with reduced fidaxomicin susceptibility in an acute care hospital,,,,Poster Session:,,"Research AssistantCleveland VA HospitalCleveland, Ohio, United States",,,,,,,,,,,,,,,,,,,
,,"Shirley Shapiro Ben David, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,N8. Health Care-Associated Infections: C. difficile,,,695196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Shira Lidar, n/a",,,,,,,,,,,,,,,,,,,,,,,"Barak Mizrahi, Senior Researcher",,,,,,,"Maccabi Healthcare ServicesTel Aviv, Tel Aviv, Israel",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=948,,"Senior ResearcherKI Research InstituteTel Aviv, Tel Aviv, Israel",,,,,12:15 PM – 1:30 PM US PT,,,,,"Director, Infectious Diseases unitMaccabi Healthcare ServicesTel Aviv, Tel Aviv, Israel","Miriam Weinberger, N/A, MD",,,,,,,,,,,Location: Halls JK,,,,(P-223) Risk Factors for Community-Associated Clostridium difficile Infection: A Retrospective Study,,,,Poster Session:,,"ID consultantTel Aviv UniversityTel Aviv, Tel Aviv, Israel",,,,,,,,,,,,,,,,,,,
,,"Susannah McKay, PhD (she/her/hers)",,,,"Thursday, October 17, 2024",,,,,,,N8. Health Care-Associated Infections: C. difficile,,"Bree E. Friedman, MPH (she/her/hers)",695615,,,,,,,,,,,"Minnesota Department of HealthSaint Paul, Minnesota, United States",,"Amy Gargis, PhD",,,,,,,,,,,,,,,,,,,"EpidemiologistUniversity of MinnesotaSt. Paul, Minnesota, United States","Nick Vlachos, MS",,,,,,,,,"CDCatlanta, Georgia, United States","Michelle Adamczyk, Bachelors of Science, Biology",,"CDCAtlanta, Georgia, United States",,,"Bonnie Weber, PhD",,,,,,,,"Peng Qi, PhD",,,,,,,"Molecular MicrobiologistCenters for Disease Control and PreventionAtlanta, GA, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=949,,"BioinformaticianCDCAtlanta, Georgia, United States",,,,"Team LeadCenters for Disease Control and PreventionAtlanta, GA, United States",12:15 PM – 1:30 PM US PT,,,,,"EpidemiologistCDCAtlanta, GA, United States","Ashley Paulick, BS",,,,,"Alison L. Halpin, PhD",,,,,,Location: Halls JK,,,,(P-224) Accurate Clostridioides difficile Ribotype Prediction from Whole Genome Sequencing Data Using Machine Learning,,,,Poster Session:,,"MicrobiologistCenters for Disease Control and PreventionAtlanta, GA, United States",,,,,,,,,,,,,,,,,,,
,"Vancouver Coastal Health AuthorityVancouver, British Columbia, Canada","Veronica Zanichelli, MD (she/her/hers)",,,,"Thursday, October 17, 2024",,,"Jennifer M Grant, MD",,"Associate ProfessorMcGill UniversityMontreal, Quebec, Canada",,N8. Health Care-Associated Infections: C. difficile,,"Todd C. Lee, MD, MPH",694830,,,,,,,,,"Jennie Johnstone, MD, FRCPC, PhD",,"Associate Professor and Medical Director Infection ControlMcMaster University, Hamilton, Ontario, CanadaHamilton, ON, Canada",,"Emily McDonald, MD, MSc",,,,"University of British Columbia Faculty of medicine, division of pathology and laboratory medicineVancouver, British Columbia, Canada",,,,,,,,,,,,,,"Kevin Katz, MD","Associate Professor of MedicineMcGill UniversityMontreal, Quebec, Canada","Nick Daneman, MD, MSc",,,"Beate Sander, RN, MBA, MEcDev, PhD",,,,,,"McGill University Health CentreMontreal, Quebec, Canada","Charles Frenette, MD",,"Medical Director Infection ControlMcGill University Health Centre, Montreal, Quebec, CanadaMontreal, QC, Canada","Vivian Loo, MD, M.Sc.",,"Dominik Mertz, MD, MSc",,,,,,"Medical Director, Infection Prevention and ControlSunnybrook Health Sciences CentreToronto, Ontario, Canada",,"Jacqueline Wong, MD MSc",,"University of Toronto Dalla Lana School of Public HealthToronto, Ontario, Canada",,,,,"Clinician ScientistSunnybrook Health Sciences Centre, University of TorontoToronto, Ontario, Canada",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=950,,"McMaster UniversityHamilton, Ontario, Canada",,,,"ScientistUniversity of TorontoToronto, Ontario, Canada",12:15 PM – 1:30 PM US PT,,,"University Health NetworkToronto, Ontario, Canada",,"FellowMcGill UniversityMONTREAL, Quebec, Canada","Zahra Sohani, MD","Louis-Patrick Haraoui, MD",,,"Sherbrooke University Faculty of Medicine and Hopital Charles-LemoyneSherbrooke, Quebec, Canada","Kevin Brown, MSc, PhD",,"Head, MicrobiologyNorth York General HospitalToronto, Ontario, Canada",,,,Location: Halls JK,,"Yves Longtin, MD",,(P-225) Effect of isolating Clostridioides difficile asymptomatic carriers on the incidence of healthcare-associated C. difficile infections: a systematic review and meta-analysis,,"Jerome A. Leis, MD MSc FRCPC",,Poster Session:,"Titus Wong, MD","Division of Infectious Diseases, Department of Medicine, McGill University Health CentreMontreal, Quebec, Canada",,,"ID and Medical MicrobiologistJewish General Hospital, MontrealMontreal, QC, Canada",,,,,,,,,,"Associate ProfessorUniversity of TorontoToronto, Ontario, Canada",,,,"Robyn S Lee, PhD",,
,,"Anne-Marie Chaftari, MD",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Hiba Dagher, MD (she/her/hers)",695130,,,,,,,,,,,"MD Anderson Cancer CenterHouston, Texas, United States",,"Ray Y. Hachem, MD,",,,,,,,,,,,,,,,,,,,"Postdoctoral FellowUT MD Anderson Cancer CenterHouston, Texas, United States","Ying Jiang, MS",,,,,,,,,"ProfessorMD Anderson UTHouston, Texas, United States","Mohammad Moussa, MD",,"MD Anderson Cancer CenterHouston, Texas, United States",,,"Ann Philip, RN",,,,,,,,"Andrea Haddad, MD",,,,,,,"Research Statistical AnalystThe University of Texas MD Anderson Cancer CenterHouston, Texas, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=951,,"Post-Doctoral Research FellowMD Anderson Cancer CenterHouston, Texas, United States",,,,"ProfessorMD Anderson UTHouston, Texas, United States",12:15 PM – 1:30 PM US PT,,,,,"Associate ProfessorMD Anderson UTHouston, Texas, United States","Rita Wilson Dib, MD",,,,,"Issam I. Raad, Distinguished Professor",,,,,,Location: Halls JK,,,,(P-226) Assessing the Risk Factors for Catheter Related Bloodstream Infections (CRBSI) among Cancer Patients with Long Term Central Venous Catheters (LCVC) for Implementing Preventive Interventions,,,,Poster Session:,,"PGY2Medical College of Georgia Medical CenterAugusta, GA, United States",,,,,,,,,,,,,,,,,,,
,,"Christina J. Bascara, DO",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,694818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fredy Chaparro-Rojas, MD",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=952,,"Infectious Disease PhysicianMain Line HealthWynnewood, Pennsylvania, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Resident PhysicianLankenau Medical Center - Main Line HealthYardley, Pennsylvania, United States","Sophia Panaccione, DO",,,,,,,,,,,Location: Halls JK,,,,(P-227) Strategy for the accurate identification of CAUTIs in the ICU at a Tertiary Care Hospital.,,,,Poster Session:,,"Brown UniversityProvidence, Rhode Island, United States",,,,,,,,,,,,,,,,,,,
,,"Bryan Youree, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,695504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Katherine A. Rhodes, MSN, RN, CIC, COHN-S",,,,,,,,,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=953,,"Manager Infection PreventionTexas Health SouthwestFort Worth, Texas, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Infectious Disease Medical Advisor, Associate Professor of Medicine Texas Health Christian UniversityTexas Health SouthwestFort Worth, Texas, United States",,,,,,,,,,,,Location: Halls JK,,,,(P-228) A Multidisciplinary Approach to Reducing Central Line-Associated Bloodstream Infections (CLABSI),,,,Poster Session:,,,,,,,,,,,,,,,,,,,,,
,,"Camilla Genovese, MD",,,,"Thursday, October 17, 2024",,,"Andrea Gori, Professor",,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Valentina Breschi, n/a",695240,,,,,,,,,"Marta Colaneri, MD",,"Department of Mathematics, University of Pavia, Pavia, ItalyPavia, Lombardia, Italy",,"Simone Milanesi, n/a",,,,"Infectious Diseases and Immunopathology, Department of Clinical Sciences, Università di Milano, Luigi Sacco Hospital, Milan, ItalyMilano, Lombardia, Italy",,,,,,,,,,,,,,,"Department of Electrical Engineering, Eindhoven University of Technology, 5600 MB Eindhoven, NetherlandsEindhoven, Noord-Brabant, Netherlands","Emanuele Palomba, MD",,,,,,,,,"Department of Mathematics, University of Pavia, Pavia, ItalyPavia, Lombardia, Italy","Giulia Giordano, n/a",,"Department of Industrial Engineering, University of Trento, Trento, ItalyTrento, Trentino-Alto Adige, Italy",,,"Giuseppe De Nicolao, Professor",,,,,,,,"Matilde Perego, n/a",,,,,,,"Infectious Diseases and Immunopathology, Department of Clinical Sciences, Università di Milano, Luigi Sacco Hospital, Milan, ItalyMilano, Lombardia, Italy",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=954,,"Laboratory of Clinical Data Science, Department of Public Health, Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Ranica, BG, ItalyRanica, Lombardia, Italy",,,,"Anesthesia and Intensive Care, Careggi University Hospital, Florence, ItalyFirenze, Toscana, Italy",12:15 PM – 1:30 PM US PT,,,,,"Resident in Infectious DiseasesInfectious Diseases and Immunopathology, Department of Clinical Sciences, Università di Milano, Luigi Sacco Hospital, Milan, ItalyMilano, Lombardia, Italy","Giovanni Scaglione, MD (he/him/his)","Stefano Finazzi, n/a",,,"Laboratory of Clinical Data Science, Department of Public Health, Istituto di Ricerche Farmacologiche Mario Negri IRCCS, Ranica, BG, ItalyRanica, Lombardia, Italy","Bruno Viaggi, MD",,,,,,Location: Virtual,,,,(P-229) Epidemiology of Catheter-Related Bloodstream Infections in Italian Intensive Care Units: Data from the Italian Network for the Evaluation of ICU Interventions,,,,Poster Session:,,"III year ResidentDivision of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilano, Lombardia, Italy",,,,,,,,,,,,,"Department of Biomedical and Clinical Sciences, University of Milan, Milan, ItalyMilano, Lombardia, Italy",,,,,,
,,"Christian Wells, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,695300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Joseph Marcus, MD (he/him/his)",,,,,,,,,,,,,,,,,,,,,,,"Erika O'Neil, MD",,,,,,,"Infectious Diseases PhysicianBrooke Army Medical CenterSan Antonio, TX, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=955,,"Brooke Army Medical CenterSan Antonio, Texas, United States",,,,,12:15 PM – 1:30 PM US PT,,,,,"Internal Medicine ResidentBrooke Army Medical CenterSan Antonio, Texas, United States","Michal Sobieszczyk, MD",,,,,,,,,,,Location: Halls JK,,,,(P-230) Frequency and Outcomes of Coagulase-Negative Staphylococcus Isolation from Blood Cultures of Patients Receiving Extracorporeal Membrane Oxygenation,,,,Poster Session:,,"Brooke Army Medical CenterSan Antonio, Texas, United States",,,,,,,,,,,,,,,,,,,
,,Luis M. Salas Guzmán,,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,,694918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alvaro Taype-Rondan, MD",,,,,,,,,,"Laura Melissa Mori-Llontop, n/a",,"Universidad Peruana Cayetano HerediaLima, Lima, Peru",,,,,,,,,,,"Paola L. Rondan, MD",,,,,,,"Universidad San Ignacio de LoyolaLima, Lima, Peru",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=956,,"ProfessorUniversidad Nacional Mayor de San MarcosLima, Lima, Peru",,,,,12:15 PM – 1:30 PM US PT,,,,,"MDNational Major University of San MarcosRímac, Lima, Peru","Jaime T. Martínez, MD, Médico especialista en Enfermedades Infecciosas y tropicales",,,,,,,,,,,Location: Virtual,,,,(P-231) Association Between the Use of the Pneumonia Panel and Clinical Outcomes in Patients with Ventilator-Associated Pneumonia in a Peruvian Hospital,,,,Poster Session:,,"Médico cirujanoHospital de Lima Este Vitarte / Universidad Nacional Mayor de San MarcosLima, Lima, Peru",,,,,,,,,,,,,,,,,,,
,,"GEORGE BCHECH, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,,,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Charmaine Clarisse D. Abalos, MD",695422,,,,,,,,,,,"Infectious Disease FellowAllegheny Health NetworkPittsburgh, Pennsylvania, United States",,"Meilin Young, MD",,,,,,,,,,,,,,,,,,,"ID-CCM FellowAllegheny General HospitalPittsburgh, PA, United States","Arshpal Gill, MD",,,,,,,,,"Allegheny Health NetworkPittsburgh, Pennsylvania, United States","Ryan Rothman, MD (he/him/his)",,"FellowAllegheny General Hospital/Allegheny Health NetworkPittsburgh, Pennsylvania, United States",,,"Adriana C. Betancourth, MD",,,,,,,,"Salman Bangash, MD",,,,,,,"Infectious Disease FellowAllegheny Health NetworkPittsburgh, Pennsylvania, United States",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=957,,"Allegheny Health NetworkPittsburgh, Pennsylvania, United States",,,,"Allegheny Health NetworkPittsburgh, Pennsylvania, United States",12:15 PM – 1:30 PM US PT,,,,,"FellowAllegheny General Hospital/Allegheny Health NetworkPITTSBURGH, Pennsylvania, United States","Joseph Noonan, DO",,,,,"Nitin Bhanot, MD, MPH",,,,,,Location: Halls JK,,,,(P-232) Reduction in Catheter-associated Urinary Tract Infections (CAUTIs) Post-Implementation of External Urethral Catheters (EUC) in the Intensive Care Units at a Quaternary Medical Center,,,,Poster Session:,,"Golden Triangle, Baptist HealthPittsburgh, Pennsylvania, United States",,,,,,,,,,,,,,,,,,,
,,"Giovanni Scaglione, MD (he/him/his)",,,,"Thursday, October 17, 2024",,,"Francesco Casella, MD",,,,"N4. Health Care-Associated Infections: Device-Associated (CLABSI, CAUTI, VAP)",,"Rebecca Fattore, MD",694899,,,,,,,,,"Martina Offer, Statistician",,"Division of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,"Federico Fassio, Statistician",,,,"Division of Internal Medicine, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,,,,,,,,,,,,,"Antonio Gidaro, MD","Division of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy","Camilla Genovese, MD",,,,,,,,,"Department of Public Health, Experimental and Forensic Medicine, Unit of Biostatistics and Clinical Epidemiology, University of Pavia, Pavia, ItalyPavia, Lombardia, Italy","Lucia Galli, MD",,"Division of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,,"Monica Schiavini, MD",,,,,,"Division of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,"Marta Colaneri, MD",,"Infectious Diseases and Immunopathology, Department of Clinical Sciences, Università di Milano, Luigi Sacco Hospital, Milan, ItalyMilano, Lombardia, Italy",,,,,"Division of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,http://local.dev.meetings.com/IDWEEK/_viewPosterData.cfm?thisID=958,,"Department of Biomedical and Clinical Sciences, University of Milan, Milan, ItalyMilano, Lombardia, Italy",,,,"Division of Internal Medicine, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",12:15 PM – 1:30 PM US PT,,,,,"III year ResidentDivision of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilano, Lombardia, Italy","Fabio Borgonovo, MD","Maria Calloni, Nurse",,,"Division of Internal Medicine, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy","alba Taino, MD",,"Division of Internal Medicine, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,,,Location: Halls JK,,,,(P-233) Catheter-Related Bloodstream Infection (CRBSI) and Catheter-Associated Bloodstream Infection (CABSI) Outside of the Intensive Care Unit (ICU): Preliminary Insights from an Italian Monocentric Study,,"Antonella Foschi, MD",,Poster Session:,,"Division of Infectious Diseases, Luigi Sacco Hospital, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,,,,,,,,,,,,"Department of Biomedical and Clinical Sciences, University of Milan, Milan, ItalyMilan, Lombardia, Italy",,,,"Andrea Gori, Professor",,
